FID,OBJECTID,SHAPE,ADRESSE,AUSNAHME_TXT,STELLPL_ANZ,WEITERE_INF,SE_ANNO_CAD_DATA
PARKENANRAINEROGD.350792,350792,"LINESTRING (16.376066950637732 48.21899720276309, 16.375949295499314 48.218526760835566, 16.37593667831176 48.21843645701448, 16.37587834692273 48.218171730932454, 16.37581212869664 48.217965650820865, 16.375750943612935 48.21778969264661, 16.375651920777752 48.21741625312744)","2, Große Schiffgasse 20 bis 32",ausg. Fahrzeuge mit Parkkleber für den 2. Bezirk,51,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350793,350793,"LINESTRING (16.376519275522824 48.20105935678097, 16.37598646183925 48.20130321690177)","1, Pestalozzigasse 5",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350794,350794,"LINESTRING (16.376238888618907 48.201680940625685, 16.375969173247842 48.201415297137785)","1, Kantgasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350795,350795,"LINESTRING (16.374880265174884 48.2030045154441, 16.374581334903016 48.202722868506044)","1, Hegelgasse 13 bis 15",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350796,350796,"LINESTRING (16.376219754546636 48.20352721578984, 16.375731550726822 48.20374816013277)","1, Johannesgasse 29 bis 31",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350797,350797,"LINESTRING (16.37527177759304 48.20555473917177, 16.37506560972311 48.205450212998926)","1, Seilerstätte 14",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350798,350798,"LINESTRING (16.3755725983868 48.20558085802409, 16.376005180204338 48.20578251436704)","1, Seilerstätte 3E bis 5",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350799,350799,"LINESTRING (16.376138453329627 48.20584336754755, 16.376569732660432 48.20603835039558)","1, Seilerstätte 3B bis 3E",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350800,350800,"LINESTRING (16.376400176510856 48.206218803109365, 16.37595789375175 48.206284850511864, 16.375903081309 48.20629391216736, 16.3758496971458 48.20630796901383, 16.375742932409302 48.20634084227162, 16.37565610023757 48.206372519217325, 16.375596108214353 48.2063972834786)","1, Singerstraße 26A bis 30",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,13,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350801,350801,"LINESTRING (16.376838277008616 48.207141469027775, 16.37780318339946 48.20670154280906)","1, Jakobergasse 1 bis 5",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,17,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350802,350802,"LINESTRING (16.378649854685566 48.20697812771032, 16.37903865092444 48.20680054981662)","1, Zedlitzgasse 9 bis 11",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350803,350803,"LINESTRING (16.381212744991117 48.20977612859448, 16.381119587463438 48.20940814306903)","1, Biberstraße 13",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,13,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350804,350804,"LINESTRING (16.346919603842693 48.18961298025304, 16.34693095255765 48.18943356808485)","6, Fallgasse 1",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350805,350805,"LINESTRING (16.346262451257516 48.189597596912975, 16.34643850968716 48.18961969093906)","6, Mollardgasse 69 bis 71",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350806,350806,"LINESTRING (16.345813359496063 48.18956491863745, 16.3459586277322 48.18956632264113, 16.34612366551734 48.18957869307021)","6, Mollardgasse 71 bis 73",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350807,350807,"LINESTRING (16.345049967371846 48.18958054703738, 16.34538161784574 48.18956767155779, 16.345623335783266 48.18956921762957)","6, Mollardgasse 75 bis 79",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350808,350808,"LINESTRING (16.347171971904555 48.193591075909545, 16.347345845240845 48.19367437870886)","6, Liniengasse 7",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350809,350809,"LINESTRING (16.359819728388842 48.19873091093147, 16.359678857438617 48.19888584320147)","6, Laimgrubengasse 15 bis 17",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350810,350810,"LINESTRING (16.345025344561478 48.1902056801868, 16.34535523470104 48.19026276081765)","6, Dominikanergasse 9 bis 11",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350811,350811,"LINESTRING (16.344698776169196 48.1897925843258, 16.34469132749932 48.1899267860001)","6, Morizgasse 4",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350812,350812,"LINESTRING (16.347924222623753 48.189822392244764, 16.348352320067708 48.18984197715809)","6, Mollardgasse 40 bis 42",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350813,350813,"LINESTRING (16.349776226339955 48.205766607583655, 16.349737120532826 48.205611918290934)","7, Döblergasse 1",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350814,350814,"LINESTRING (16.340589650983894 48.195071828290565, 16.340470085442178 48.19522602244383)","6, Bürgerspitalgasse 29",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350815,350815,"LINESTRING (16.359759300832387 48.198902244836525, 16.35953554341302 48.19914963387858)","6, Laimgrubengasse 14 bis 18",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350816,350816,"LINESTRING (16.351318425085847 48.210601110279626, 16.3511222097726 48.21060325855691)","8, Maria-Treu-Gasse 4",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350817,350817,"LINESTRING (16.369596907313838 48.21618302780715, 16.36990819994546 48.21588338323215)","1, Gonzagagasse 18 bis 20",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350818,350818,"LINESTRING (16.374372657671202 48.20356561768237, 16.37429556385682 48.2034971793643, 16.374279828693854 48.203481312750974, 16.37426535289667 48.203462925376876, 16.37424654288695 48.203441422178294, 16.373731302297493 48.20298371205565)","1, Schellinggasse 13",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350819,350819,"LINESTRING (16.372923106710548 48.2034950815279, 16.3724796761501 48.203608959690975)","1, Krugerstraße 16 bis 18",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350820,350820,"LINESTRING (16.342400642088936 48.21214497685793, 16.342427930000095 48.212364553727106)","8, Bennoplatz (Hauptfahrbahn nördl.) ",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350821,350821,"LINESTRING (16.345348648762357 48.19497166686684, 16.344926109462122 48.19483008662008)","6, Schmalzhofgasse 22 bis 24",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350822,350822,"LINESTRING (16.357794730687583 48.20212336287591, 16.357881479249567 48.20200857763649)","7, Karl-Schweighofer-Gasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350823,350823,"LINESTRING (16.357727067264225 48.20221269822986, 16.357775574458394 48.2021484754742)","7, Karl-Schweighofer-Gasse 8",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350824,350824,"LINESTRING (16.356799429795583 48.20350909092383, 16.356888622129944 48.203309290073264)","7, Breite Gasse 5 bis 7",ausg. Fahrzeuge mit Parkkleber für den 7. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350825,350825,"LINESTRING (16.379843545629594 48.217928235797125, 16.380640580562776 48.217936069385274)","2, Haidgasse 12 bis 14",ausg. Fahrzeuge mit Parkkleber für den 2. Bezirk,17,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350826,350826,"LINESTRING (16.37850971020999 48.21876556662545, 16.379495094443246 48.218662595539364, 16.379540400729798 48.21863426344416, 16.380639426124073 48.21852050279627)","2, Große Pfarrgasse 9 bis 25",ausg. Fahrzeuge mit Parkkleber für den 2. Bezirk,33,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350827,350827,"LINESTRING (16.377130101064523 48.21890427583934, 16.378269239843775 48.21878843822564)","2, Große Pfarrgasse 1 bis 7",ausg. Fahrzeuge mit Parkkleber für den 2. Bezirk,26,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350828,350828,"LINESTRING (16.35004134735675 48.196743949599075, 16.350590938125638 48.197022181442556)","6, Damböckgasse 3-5",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,16,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350829,350829,"LINESTRING (16.359878880428585 48.20072680239256, 16.36009900254506 48.20062318537648)","6, Königsklostergasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350830,350830,"LINESTRING (16.359249396857866 48.20035868589475, 16.359398399742805 48.20047334699968)","6, Pfauengasse 3",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350831,350831,"LINESTRING (16.35967377087137 48.20068525571773, 16.359442528720407 48.20050710295844)","6, Pfauengasse 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350832,350832,"LINESTRING (16.34683093150983 48.19386304364208, 16.346757589229732 48.19393843036936)","6, Webgasse 18",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350833,350833,"LINESTRING (16.346966768038392 48.193722562667624, 16.346893426157767 48.193797948359226)","6, Webgasse 16",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350834,350834,"LINESTRING (16.346693855099634 48.191997950830896, 16.34645247913703 48.19221421896755)","6, Stumpergasse 8 bis 10",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350835,350835,"LINESTRING (16.346254364543505 48.19239164786434, 16.346415474344848 48.19224772311143)","6, Stumpergasse 12",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350836,350836,"LINESTRING (16.34483946370571 48.19355989721549, 16.344999365705682 48.19341691210997)","6, Stumpergasse 29 bis 31",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350837,350837,"LINESTRING (16.344592242453267 48.19378026273314, 16.34471513384058 48.193670681516274)","6, Stumpergasse 33",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350838,350838,"LINESTRING (16.34264996439675 48.19561122029208, 16.342813495211548 48.195465905459216)","6, Stumpergasse 58 bis 60",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350839,350839,"LINESTRING (16.345096351894465 48.19564107764673, 16.34522448542976 48.195510350254104)","6, Webgasse 38",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350840,350840,"LINESTRING (16.345255771830615 48.19547807004542, 16.345355597063918 48.195376038685616)","6, Webgasse 36",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350841,350841,"LINESTRING (16.36969900403524 48.21629729097621, 16.370365060736315 48.21660544386244)","1, Zelinkagasse 10 bis 14",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350842,350842,"LINESTRING (16.37097843735252 48.21535770259482, 16.371755545487787 48.215715506545685)","1, Werdertorgasse 12 bis 16",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,23,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350843,350843,"LINESTRING (16.37236790576141 48.21518880648638, 16.371772988585583 48.2148043461438)","1, Heinrichsgasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,17,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350844,350844,"LINESTRING (16.37386896738883 48.21379610830163, 16.37333930585332 48.21347026432797)","1, Salztorgasse 6 bis 8",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,17,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350845,350845,"LINESTRING (16.372777600216637 48.21279947375601, 16.372867834836935 48.21211414507251)","1, Vorlaufstraße 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,24,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350846,350846,"LINESTRING (16.370408573383607 48.21215914257287, 16.370637205237877 48.21231536746151)","1, Stoß im Himmel 1",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350847,350847,"LINESTRING (16.3671301437344 48.211748943725965, 16.36729679711722 48.21185576890828, 16.367445314682925 48.211959234230484, 16.36764832620958 48.21210218352674, 16.367755694576758 48.21218018658876)","1, Tiefer Graben 9 bis 15-17",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,12,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350848,350848,"LINESTRING (16.368444625254945 48.21267626354643, 16.3685947949125 48.21279157765327, 16.368896839368855 48.21303425787997)","1, Tiefer Graben 21 bis 23",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350849,350849,"LINESTRING (16.366339580336806 48.21351049294088, 16.366697467215726 48.21316200498101)","1, Hohenstaufengasse 4 bis 6",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,14,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350850,350850,"LINESTRING (16.366732302644195 48.21312885361284, 16.366913528465176 48.21295238497806)","1, Hohenstaufengasse 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350851,350851,"LINESTRING (16.36845510170013 48.215218773102556, 16.36766438358615 48.21598500409726)","1, Neutorgasse 13 bis 17",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,24,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350852,350852,"LINESTRING (16.341099670078655 48.19144318664118, 16.341193976543483 48.19146221770092)","6, Liniengasse 39",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350853,350853,"LINESTRING (16.341243086992133 48.191473875182005, 16.341387215208485 48.19150420603091)","6, Liniengasse 37 bis 39",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350854,350854,"LINESTRING (16.341490666396677 48.19152496648975, 16.341573229360765 48.191541619090785)","6, Liniengasse 37",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350855,350855,"LINESTRING (16.339063649116543 48.19125236939186, 16.33910636000885 48.19137610013232)","6, Wallgasse 15 bis 19",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350856,350856,"LINESTRING (16.3406817282956 48.19274582012901, 16.340098129700444 48.19252236558914)","6, Mittelgasse 25 bis 29",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350857,350857,"LINESTRING (16.339633524386866 48.19255374029601, 16.339744756486237 48.1928815074907)","6, Wallgasse 22-24",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,10,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350858,350858,"LINESTRING (16.34054728073091 48.19319021437356, 16.340783058141366 48.19327705449859)","6, Spalowskygasse 1 bis 3",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350859,350859,"LINESTRING (16.34100004873729 48.193287347075255, 16.340933416386473 48.19337141498875)","6, Aegidigasse 16",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350860,350860,"LINESTRING (16.34067136332597 48.193608378654645, 16.34083060245426 48.19340671424709)","6, Aegidigasse 15 bis 17",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350861,350861,"LINESTRING (16.3486158779238 48.194375155521925, 16.348287531291213 48.19421832706541)","6, Liniengasse 2A bis 2B",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,6,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350862,350862,"LINESTRING (16.34878557695189 48.212561840227444, 16.349101245877545 48.21257199521617)","8, Mölker Gasse 3 bis 5",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,5,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350863,350863,"LINESTRING (16.342040804534015 48.19335143819961, 16.34177361785541 48.193687670462715)","6, Bürgerspitalgasse ggü. 13 bis 18",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350864,350864,"LINESTRING (16.34096489303202 48.19459358719545, 16.341089438556 48.19443356357558)","6, Bürgerspitalgasse 23",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350865,350865,"LINESTRING (16.364427898775922 48.2000274821571, 16.36453106229413 48.20008519967152)","6, Papagenogasse 3",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350866,350866,"LINESTRING (16.37127581106683 48.2098533600292, 16.370879580222077 48.210036431138676)","1, Brandstätte 7-9",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350867,350867,"LINESTRING (16.38000874957705 48.20972802534494, 16.380032494556065 48.210259129536254)","1, Dominikanerbastei 14-18",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,17,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350868,350868,"LINESTRING (16.34053679179712 48.19447019440221, 16.34072790853218 48.1945408564662)","6, Matrosengasse 7 bis 9",ausg. Fahrzeuge mit Parkkleber für den 6. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350869,350869,"LINESTRING (16.371575686460925 48.203269952200266, 16.370969779745902 48.2034057674174)","1, Walfischgasse 4 bis 6",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350870,350870,"LINESTRING (16.369611007563137 48.20153550505612, 16.370815402304924 48.201264118351226)","1, Bösendorferstraße 2 bis 8",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,19,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350871,350871,"LINESTRING (16.37439757894289 48.205186830735975, 16.373973550418032 48.20532778437559)","1, Himmelpfortgasse 14 bis 16",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,7,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350872,350872,"LINESTRING (16.374485917472107 48.20521014978622, 16.374176978351908 48.2053130143671, 16.374066295618487 48.2053473139163, 16.37402772689474 48.20535794761034)","1, Himmelpfortgasse 17 bis 23",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350873,350873,"LINESTRING (16.372395098181062 48.20583453273015, 16.372450811302386 48.20593582103776)","1, Rauhensteingasse 7",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,2,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350874,350874,"LINESTRING (16.37557129317694 48.20553250213681, 16.37585290537551 48.205358764640344)","1, Weihburggasse 25",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,9,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350875,350875,"LINESTRING (16.3785230821962 48.20658147085427, 16.377971156534528 48.206040268238866)","1, Cobdengasse 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,13,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350876,350876,"LINESTRING (16.378316981682367 48.20704810845624, 16.37725560320646 48.20751724969464)","1, Zedlitzgasse 2 bis 4",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,19,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350877,350877,"LINESTRING (16.377095477346483 48.20751836366987, 16.376823797585313 48.20720783932654)","1, Riemergasse 7",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,8,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350878,350878,"LINESTRING (16.376720653040948 48.20709065089753, 16.376666141648677 48.207028329451006, 16.376602199974897 48.20697350599515, 16.376566894625395 48.20693268716081)","1, Riemergasse 9",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350879,350879,"LINESTRING (16.352896516750363 48.21194000358757, 16.352939235019583 48.21179438888432)","8, Buchfeldgasse 18A",ausg. Fahrzeuge mit Parkkleber für den 8. Bezirk,3,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
PARKENANRAINEROGD.350880,350880,"LINESTRING (16.37633787679757 48.20666916743512, 16.376500880309212 48.206855302739626)","1, Riemergasse 11 bis 13",ausg. Fahrzeuge mit Parkkleber für den 1. Bezirk,4,http://www.wien.gv.at/verkehr/parken/kurzparkzonen/anrainerparken/index.html,
