FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.1952,1952,"LINESTRING (16.487098892917558 48.23348160263155, 16.487002787433468 48.233319371183086)",26,1,Straßenbahn,
OEFFLINIENOGD.1953,1953,"LINESTRING (16.36140869124207 48.225755897078685, 16.36150008320364 48.225745363894205, 16.36156951488229 48.22572821565583, 16.361634669738407 48.225703931363704, 16.361676620138592 48.22567731938565)",D,1,Straßenbahn,
OEFFLINIENOGD.1954,1954,"LINESTRING (16.36177152404741 48.21458385157816, 16.360970842290754 48.21535734849415, 16.36078223380832 48.215538227392415, 16.360680817584598 48.21565008277256, 16.360570511682155 48.215784545177215, 16.360526044542667 48.215859507287036, 16.360460228388014 48.21596778639454, 16.360374833754186 48.21608082788949, 16.360223594446705 48.21624147230962, 16.36000829638666 48.216463995667, 16.359739608594776 48.21672697997617, 16.359458459884145 48.216995915160375, 16.35922933041835 48.217222571303765, 16.358406558125775 48.218086617390796, 16.357769931202377 48.218774716230456, 16.357397196697722 48.21916652809295, 16.3572288224906 48.21933653174725, 16.356799938686915 48.21974944361936, 16.356621975704456 48.21991484719766, 16.356483164104436 48.22004812088216, 16.35636214766319 48.22016354523044, 16.356267824975856 48.22024803189167, 16.356145017832606 48.220339662224866, 16.355991947821334 48.220437245752734, 16.355776552617815 48.220566978632405, 16.354574131733017 48.22139282419306, 16.35342362535069 48.22215030844237)","37, 38, 40, 41, 42",1,Straßenbahn,
OEFFLINIENOGD.1955,1955,"LINESTRING (16.37080941070177 48.22982366735247, 16.37093445297137 48.22988287720957, 16.371015975103195 48.2299223512309, 16.371174140809956 48.229986071601544, 16.371373619942002 48.23005168291762, 16.371611561195525 48.23011633052318, 16.37224843687061 48.230272223062634, 16.37384848239572 48.23066764747211, 16.374680573920607 48.23087485798916, 16.374783157287716 48.230895762209464, 16.374877182634897 48.230902393515564, 16.374982591141183 48.23089093658278, 16.37506946363871 48.2308585462143, 16.37574302393479 48.230530905047395, 16.376645833706856 48.23008706244283, 16.377508762062547 48.229669876483406, 16.37831756671604 48.229279353309465, 16.3797443350915 48.22858592694932, 16.38044061701692 48.228246827298825, 16.381037217857962 48.227955352387106, 16.381125488542295 48.22790201813639, 16.381232254025548 48.227822978635416, 16.381311960716165 48.2277506127114, 16.381377416634486 48.2276725408026, 16.38160791872331 48.227377398942664, 16.382063226056225 48.226799489742724, 16.382329290209167 48.226459598434744, 16.382602464261815 48.22611113763778, 16.3827490112921 48.22592548209294, 16.382956760215897 48.2256893561288, 16.383076274261537 48.22554083040499, 16.383252689544012 48.22531233210101, 16.383339489984145 48.22521616684991, 16.383446262291045 48.2251542572046, 16.38355163417835 48.22511804596608, 16.383657020804286 48.225097888298016, 16.384306470182473 48.225019571398384, 16.38455997461791 48.224981394017405, 16.384822019096017 48.22493559795405, 16.38502995244003 48.224906956309475, 16.38591818825433 48.22479620784773, 16.386362540903512 48.22474081160471, 16.386573310561793 48.22470074462455, 16.38680542390039 48.22463877670858, 16.387000499658754 48.224573969416205, 16.387249658421002 48.22446725931213, 16.387762205315195 48.22424050772423, 16.388684784454323 48.223839390186214, 16.389090545513007 48.22366383903733, 16.389175963371244 48.22362215950406, 16.389250689299157 48.223570966501406, 16.389314723794435 48.223512046089986, 16.3893671673815 48.22343587945165, 16.389394692044355 48.22336686311768, 16.38940533447111 48.22332759676919, 16.38954356443923 48.22275611652805, 16.389810372645417 48.221534811510914, 16.38988619426428 48.22132946226977, 16.389980816926734 48.22108678255222, 16.390137726064705 48.22031248789977, 16.39032236378248 48.219421448631, 16.390384795884753 48.219284992909785, 16.390495938643486 48.21914455710469, 16.390646658239817 48.2190166028952, 16.39082294042221 48.21888369007208)",5,1,Straßenbahn,
OEFFLINIENOGD.1956,1956,"LINESTRING (16.354187052889813 48.22454892353039, 16.35427652225331 48.22464443643446, 16.35456114859415 48.224949078919295, 16.35487500190055 48.225302548707724, 16.355078106215934 48.22558796145279, 16.355162201367545 48.225735472930374, 16.35522065518793 48.22588013329574, 16.355247771506708 48.2260181358401, 16.355256362507802 48.22613710657182, 16.355266494025575 48.22656730832729, 16.35525229681057 48.22669199350316, 16.355164114722587 48.2270498761209, 16.355094408180054 48.22729449409839, 16.354899473309995 48.227880820923275, 16.354834020432342 48.228081655779, 16.35479419647841 48.228248223430064, 16.3546903850371 48.22873364621703, 16.35461785549622 48.229063924890504, 16.354514052357075 48.229577900678315, 16.35448417824377 48.229691166918144, 16.354441482294916 48.22980157987659, 16.354414446845812 48.229889146834424, 16.354394535043713 48.229974810598556, 16.35438744257352 48.23006047141494, 16.35439033526694 48.230181345984924, 16.354407491927375 48.23035551883164, 16.35441609397055 48.23050875340542, 16.35442041766443 48.23064866351987, 16.35441050420361 48.230814274706375, 16.354400609379233 48.23102842546475, 16.354385001055324 48.23120260261419, 16.354355139630112 48.23135489182249, 16.354320994161373 48.23147862847882, 16.35427544340793 48.23157952345501, 16.354168664209585 48.23175942651656, 16.35404905737418 48.23192315012563, 16.353959354404036 48.232053557463445, 16.353825512633406 48.23225535460377, 16.3537368149166 48.23241567728201, 16.353525469076224 48.23277408617594, 16.35336833046676 48.23302205077282, 16.353170156098038 48.233334861783725)","37, 38",1,Straßenbahn,
OEFFLINIENOGD.1957,1957,"LINESTRING (16.360439756314083 48.22598956884924, 16.36047740107727 48.22590439573493, 16.36052030916678 48.2258495284004, 16.360591349184812 48.22580041066391, 16.360676530130146 48.225770355332216, 16.360768985659234 48.22575450754975, 16.36104852885368 48.22575525649588, 16.36140869124207 48.225755897078685)","33, D",1,Straßenbahn,
OEFFLINIENOGD.1958,1958,"LINESTRING (16.34977509675464 48.224512113417894, 16.349731497080015 48.22453589021109, 16.349662864469003 48.22456044966025, 16.349578347559167 48.224573589636144, 16.349327214665394 48.22459574206125, 16.3492595179413 48.22459718876256, 16.349192355876664 48.22458424632081, 16.349131247287144 48.22455970198606, 16.349069867918132 48.22452859264884, 16.349029481625443 48.2244876783758, 16.34900120403323 48.22443039518922, 16.348864044677924 48.22382714991856, 16.348826474097287 48.22374090976627, 16.348726843072473 48.22358479966184, 16.348618608593146 48.22346664151363, 16.348481169165204 48.22334497909248, 16.348348849780262 48.22324516931977, 16.348185712241033 48.22314878004813, 16.34800885402422 48.22307874191158, 16.34400189151231 48.22200368741563, 16.343904451967607 48.22197941259318, 16.34381266648242 48.221965839161435, 16.34370056164867 48.22196665605882, 16.343547950884155 48.2219851920114, 16.342625289524353 48.22212536183184, 16.341649464646483 48.22227326095898, 16.340024707406645 48.222714532759774, 16.338921288119785 48.22300801221823, 16.338598296538734 48.2231378809677, 16.33744816408393 48.22360041856912, 16.33654645436973 48.22396410908295, 16.335409607760848 48.22452222336858, 16.33426581192975 48.22507899346699)",42,1,Straßenbahn,
OEFFLINIENOGD.2024,2024,"LINESTRING (16.271280264518637 48.1990973703959, 16.27117794746602 48.19913456880172, 16.271108484172522 48.19918235627795, 16.27104001208818 48.199288679160205, 16.27095652893087 48.199445676431665, 16.27089666206569 48.199502749285124, 16.27080478877631 48.19953838845943, 16.270709745092468 48.19954832861285, 16.270623273451573 48.199534716800635, 16.27053576423311 48.19949826072614, 16.27048457646813 48.199447549513074, 16.270466496225023 48.19939114649204, 16.270468700312442 48.19933689542049, 16.270510423924325 48.19927410176929, 16.27062282950547 48.1992209836567)",52,1,Straßenbahn,
OEFFLINIENOGD.2025,2025,"LINESTRING (16.39079874557339 48.21844806478802, 16.390909004856162 48.21779581105506, 16.390927405925368 48.217690155099106, 16.39095296693977 48.21762066352134, 16.390995625166884 48.21755782500328, 16.391061071035057 48.21749497646733, 16.391111284815977 48.21745077891483)","5, O",1,Straßenbahn,
OEFFLINIENOGD.2026,2026,"LINESTRING (16.360869579024147 48.22541141250431, 16.361069382527845 48.22547704167895, 16.361649566080093 48.22566607947865, 16.361856977712524 48.22574337060185)","33, 5",1,Straßenbahn,
OEFFLINIENOGD.2027,2027,"LINESTRING (16.360869579024147 48.22541141250431, 16.36064734213705 48.22534721499592, 16.359953941418937 48.22518817708659, 16.3596579954293 48.22512684828895, 16.358669744305637 48.22495144399488, 16.3585244473107 48.224929343940154, 16.358351379238517 48.224918670393045, 16.35787491316141 48.2248980604864, 16.357415540066075 48.22487744543027, 16.357211496144874 48.224877483164434, 16.356945502680688 48.22490322973982, 16.356615416210317 48.22494040848273, 16.356399626573634 48.224954010346295, 16.356176354095485 48.22495476280179, 16.3559776480455 48.224945518278844, 16.355758638614375 48.22491985809906, 16.355513984810035 48.224879211162786, 16.35484518830673 48.224748690618746, 16.354438141466332 48.22466880732199, 16.354336644985022 48.22464098430997, 16.354259716231546 48.2246060185565, 16.354218042965176 48.224576043780964, 16.354187052889813 48.22454892353039)","33, 5",1,Straßenbahn,
OEFFLINIENOGD.2028,2028,"LINESTRING (16.339576552810936 48.19628634624291, 16.339534285577187 48.1963949394695, 16.339501190041517 48.196434915221516, 16.33944460496643 48.19648274361825, 16.339352784448106 48.19651558314577, 16.33925135402352 48.19652415203192, 16.339158462554032 48.19651201916167, 16.339066639209143 48.196477757531596, 16.339007913415582 48.19642921828384, 16.338975878409418 48.196368542911735, 16.338965197268355 48.196306439770794, 16.33902177661367 48.19615510442056, 16.33906127589116 48.19605944906227, 16.339071949713755 48.195995918146664, 16.339055928558903 48.195913112812285, 16.339021759534837 48.195859576302595)","52, 58",1,Straßenbahn,
OEFFLINIENOGD.2029,2029,"LINESTRING (16.31533463255477 48.19052650387972, 16.31538401299157 48.190627588297104, 16.31549211624778 48.190824150571785, 16.315695519439345 48.191200617115705, 16.315880436259885 48.191534963062765, 16.316074240237008 48.19190143305862, 16.31625205012923 48.19222388002418, 16.3162574513444 48.19229122025394, 16.31624995723272 48.19234618451545, 16.316204022721685 48.19241756013519, 16.316135673420792 48.1924710857448, 16.3160449105873 48.19251390010868, 16.31577050687176 48.19257738360029, 16.31536157523551 48.19266439909523, 16.315134156443648 48.192700049259074, 16.314290690003705 48.19281125190756, 16.31362338731313 48.19289821111884, 16.31335005795166 48.192938846307726, 16.31304896573955 48.192987327258514, 16.312239636583232 48.19313349893545, 16.311636025581773 48.19323595416715)","10, 52",1,Straßenbahn,
OEFFLINIENOGD.2030,2030,"LINESTRING (16.30726022770609 48.225839172968215, 16.307461578080908 48.226124714333906, 16.307530986401463 48.22618302786166, 16.307600412022826 48.2262104094153, 16.30768942931178 48.22622708671941, 16.30779626544992 48.226218785366946, 16.307945856959662 48.22616885339624, 16.308574505429416 48.22594176914669, 16.30864041449156 48.22588586817281, 16.308674277325583 48.22582282077268, 16.308672531599882 48.22575738530091, 16.308624495005052 48.22568718052003, 16.308122738876943 48.22504817914546, 16.307779343645716 48.224615037222065, 16.30772062520643 48.22454601831704, 16.307652986298173 48.22451150030404, 16.30756219537973 48.22448768286391, 16.307469614053712 48.224484091404506, 16.30737345761339 48.22450310236633, 16.306832085096104 48.22469689078562, 16.306759072251566 48.224719477393165, 16.306666487175562 48.224719453768714, 16.30658637234587 48.224708725120735, 16.306500928805356 48.22467539166078, 16.30641283987219 48.224596946008674)","10, 44",1,Straßenbahn,
OEFFLINIENOGD.2031,2031,"LINESTRING (16.30641283987219 48.224596946008674, 16.306319444694086 48.22446000475931, 16.30628567095496 48.22436362900312, 16.306278602444124 48.22427320822437, 16.30630537861892 48.22415186335827, 16.306490888554247 48.22355823991694, 16.30662823953317 48.22310975060855, 16.306756655670135 48.22271360617891, 16.30678521243614 48.22259107182745, 16.30680841670028 48.222487571915984, 16.306949434295433 48.221840399082495, 16.307081507755203 48.22126341713755, 16.307201090396923 48.22073283114694, 16.307286762444356 48.2203473824822, 16.307409932850245 48.21976088032206, 16.307492051492176 48.21935639473272, 16.30751351875655 48.21916961393044, 16.30754405818601 48.21867350751556, 16.307572826588526 48.218161933272306, 16.30759251204666 48.21797634177037)","10, 44",1,Straßenbahn,
OEFFLINIENOGD.2032,2032,"LINESTRING (16.31486939060183 48.19001211206932, 16.314035089977725 48.18848259661361, 16.31398405168209 48.188422823361456, 16.31390134275131 48.18836451078016, 16.313795501620696 48.18831511672402, 16.313376555690823 48.188178810223846, 16.313166637222253 48.18811630809333, 16.313067011193027 48.18809308843632, 16.3129878405755 48.1880835550666, 16.312795687045206 48.1880823265525, 16.312233457247498 48.18808102163548, 16.311779767976034 48.1880636759656, 16.31122289532158 48.18802310558514, 16.310714061718425 48.187983733806014, 16.310408048219976 48.18796463002468, 16.30995968842786 48.1879645291337, 16.30846870281556 48.187989165985606, 16.30742962400194 48.18803055232722, 16.30606849154969 48.18809920936632, 16.305360354402143 48.188119248215216, 16.305105926699866 48.1881215596095, 16.304668236487952 48.18812738906114)","10, 58",1,Straßenbahn,
OEFFLINIENOGD.2033,2033,"LINESTRING (16.30351598110567 48.18766148668074, 16.30344420786723 48.18751730159588, 16.303386410549013 48.18744813189986, 16.303323340827337 48.18739888692843, 16.30328129261992 48.18736957327266)","58, 60",1,Straßenbahn,
OEFFLINIENOGD.2034,2034,"LINESTRING (16.303780797462153 48.18743183427846, 16.303875446155928 48.187435377154536, 16.30398234677563 48.1874670532325, 16.304068198054953 48.187523336872374, 16.304134727594764 48.187646423840576, 16.304232743663636 48.18787266170557, 16.304237968146378 48.1879277510545, 16.3042274167676 48.18798517966675, 16.304188822261178 48.188036740533114, 16.304083620148514 48.188091798328045, 16.304032778420304 48.18810702137225, 16.30393812396539 48.18811285584353)",60,1,Straßenbahn,
OEFFLINIENOGD.2035,2035,"LINESTRING (16.30393812396539 48.18811285584353, 16.30414144823367 48.1881140842779, 16.304668236487952 48.18812738906114)","10, 58",1,Straßenbahn,
OEFFLINIENOGD.2036,2036,"LINESTRING (16.30351598110567 48.18766148668074, 16.30367177400815 48.18798854084684, 16.30372958029654 48.18804716046187, 16.303829459450625 48.1880952437131, 16.30393812396539 48.18811285584353)","10, 58, 60",1,Straßenbahn,
OEFFLINIENOGD.2037,2037,"LINESTRING (16.303780797462153 48.18743183427846, 16.30366685140962 48.187455243935865, 16.303577424204487 48.18751030661535, 16.303537058329876 48.187593512972505, 16.30351598110567 48.18766148668074)",10,1,Straßenbahn,
OEFFLINIENOGD.2038,2038,"LINESTRING (16.304668236487952 48.18812738906114, 16.30454634850688 48.18811419595849, 16.304446468020718 48.1880649415148, 16.304381654943466 48.187998114926444, 16.304287126860835 48.18779766348722, 16.304164594246664 48.187535084501775, 16.304059476295677 48.18745652568811, 16.3039052494759 48.18742600917187, 16.303780797462153 48.18743183427846)",10,1,Straßenbahn,
OEFFLINIENOGD.2039,2039,"LINESTRING (16.303780797462153 48.18743183427846, 16.30363706502841 48.18743765471473, 16.30350911261547 48.18743644674927, 16.303389930236253 48.187424692098205, 16.303340865825973 48.18740358007684, 16.30328129261992 48.18736957327266)",60,1,Straßenbahn,
OEFFLINIENOGD.2040,2040,"LINESTRING (16.30328129261992 48.18736957327266, 16.303130519176552 48.18727346202469, 16.30302525644244 48.18717444626388, 16.30292570222298 48.18704973395096, 16.302716644841254 48.1867831741067, 16.30257727297634 48.18660705372807, 16.302483418221957 48.18647758437089, 16.302412324080148 48.18636715662855, 16.302348333527366 48.18627766981796, 16.3022700967761 48.186209118579406, 16.302177616833642 48.18615483981461, 16.302076585912868 48.186117690516966, 16.30193996909992 48.18608624126579, 16.301807605891167 48.186079538841746, 16.30166526784258 48.18608901476848, 16.301534310905602 48.18610705907207, 16.301399080741238 48.186129861146206, 16.301216883811076 48.18614884201194, 16.300056803266255 48.186264602277745, 16.29931519149406 48.18635383484258)","58, 60",1,Straßenbahn,
OEFFLINIENOGD.2041,2041,"LINESTRING (16.281768905577774 48.18598901804988, 16.28174941822127 48.18557307994416, 16.28173826070232 48.18535606753452, 16.281762547499813 48.185270418646844, 16.281839488202387 48.18519145676861, 16.281944841637454 48.185162952949824, 16.282053011628598 48.185162052329524, 16.282145502457837 48.18518398611999, 16.282226575756905 48.18523542122495, 16.282264940694866 48.18529635291617, 16.282266282224406 48.18537535173064, 16.28225055289273 48.18544482413888, 16.281994116498954 48.185676939180304, 16.281880144022693 48.185779677953505, 16.281801747165456 48.185888144995516, 16.28178176455772 48.1859423871192, 16.281768905577774 48.18598901804988)",58,1,Straßenbahn,
OEFFLINIENOGD.2042,2042,"LINESTRING (16.287218650813646 48.170363692798475, 16.287212316805707 48.17029040241991, 16.2871725388356 48.1702251881398, 16.28709646903197 48.1701685244531, 16.287012548455372 48.17013803128458)",60,1,Straßenbahn,
OEFFLINIENOGD.2103,2103,"LINESTRING (16.399575413854514 48.25782329610356, 16.399682544767757 48.257756450515544, 16.39972736601629 48.25769503610761, 16.39974435959242 48.257606512111124, 16.39969722396679 48.25752516234682, 16.3996334633826 48.25744727870367)","30, 31",1,Straßenbahn,
OEFFLINIENOGD.2104,2104,"LINESTRING (16.37708151113324 48.23911387299022, 16.377032825529184 48.239166237556105, 16.377007926609146 48.23921002857481, 16.376988017955973 48.239258576075436, 16.376986636525697 48.239312351877615, 16.37699380038583 48.239361841209764)",2,1,Straßenbahn,
OEFFLINIENOGD.2105,2105,"LINESTRING (16.372311795622952 48.21621627197963, 16.372346419998568 48.216274626692005, 16.372351309468694 48.21633847661565, 16.372316773706558 48.216405666451756, 16.37226082097287 48.21644309565041, 16.372168532470557 48.21647621952306, 16.372066405812152 48.21648830239962, 16.37195283186471 48.21648725874103, 16.371840745035712 48.21649610698781, 16.37167606373261 48.216534738807105, 16.371439166616177 48.21664039171197)",31,1,Straßenbahn,
OEFFLINIENOGD.2106,2106,"LINESTRING (16.37382065066541 48.175602285283574, 16.37371178704391 48.17559946564894, 16.373611453500473 48.175583794499154, 16.37353031238488 48.17554384608131, 16.373459831912122 48.17548818926238)",67,1,Straßenbahn,
OEFFLINIENOGD.2107,2107,"LINESTRING (16.376616081328528 48.186783861833426, 16.37644951838639 48.18674109031854, 16.376192545602258 48.18666265791026, 16.37564586692546 48.18649007801592, 16.373741107912007 48.185910656108106)",18,1,Straßenbahn,
OEFFLINIENOGD.2108,2108,"LINESTRING (16.35500468666372 48.25093167646475, 16.355052813006093 48.251009000273285, 16.355124095448204 48.251080371279734, 16.355186466133144 48.2511398467399, 16.35525953312195 48.251218355194766, 16.35530231469946 48.251293300211024, 16.355337995414686 48.251434870951954, 16.35543789778359 48.25181318344869, 16.355594879860085 48.2523865997135, 16.35560382388 48.25248177584773, 16.355612759764256 48.25255553669445, 16.355644846827413 48.25261263746265, 16.355707215875807 48.25266140453197, 16.35578204816377 48.2526899457296, 16.355931694577105 48.252703006722086, 16.35699702932016 48.25277182079816, 16.35710213167136 48.25276466287541, 16.35720900573575 48.2527337114671, 16.35725708396043 48.2526825444207, 16.35729447312229 48.25262900065222, 16.357317574395044 48.25249336863131, 16.357402766743103 48.25172955558186)",37,1,Straßenbahn,
OEFFLINIENOGD.2109,2109,"LINESTRING (16.357402766743103 48.25172955558186, 16.357436496904413 48.251451155935804, 16.357440021725388 48.25135954697324, 16.357397237464394 48.25128579254199, 16.35731527178011 48.251233459738955, 16.35720125132644 48.25120730722313, 16.356969655525088 48.25117403731445, 16.355963111307638 48.251029070837745, 16.355829500993693 48.25101362754822, 16.355690549911227 48.25100770332318, 16.35551241130424 48.251008923401024, 16.355344965707214 48.251020848605606, 16.355248773722604 48.251030382114685, 16.355159702823833 48.25102682758666, 16.35507774866388 48.250998288053815, 16.35500468666372 48.25093167646475)",37,1,Straßenbahn,
OEFFLINIENOGD.2110,2110,"LINESTRING (16.354187052889813 48.22454892353039, 16.354127203449885 48.22447588338497, 16.354104038462253 48.22442234989425, 16.35406482456361 48.22430100425486, 16.35387590278685 48.223744244264346, 16.353726190183444 48.223292173482605, 16.35345888786594 48.222590277918734, 16.353373852872945 48.22237969446331)","33, 37, 38, 5",1,Straßenbahn,
OEFFLINIENOGD.2111,2111,"LINESTRING (16.35342362535069 48.22215030844237, 16.353386607745392 48.22219028860422, 16.353365257557307 48.22223312172228, 16.35335102799232 48.22227595376483, 16.353353896630445 48.222334012241845, 16.353373852872945 48.22237969446331)","37, 38",1,Straßenbahn,
OEFFLINIENOGD.2112,2112,"LINESTRING (16.35342362535069 48.22215030844237, 16.353168973012853 48.222317101315774, 16.35181852235167 48.223195823088815, 16.351147888134957 48.22362929315383, 16.350499307921048 48.224039104514794, 16.34977509675464 48.224512113417894)","40, 41, 42",1,Straßenbahn,
OEFFLINIENOGD.2113,2113,"LINESTRING (16.32633521710725 48.21324701672665, 16.3264048399331 48.21326649100186, 16.3264489804041 48.213293145054315, 16.326478880208974 48.21332265233675, 16.326501658679735 48.21336262886735, 16.32651161730933 48.213413074177396, 16.326507514595487 48.21348580429148)",9,1,Straßenbahn,
OEFFLINIENOGD.2114,2114,"LINESTRING (16.36358535619191 48.16587808684433, 16.363579965162078 48.16577458129705, 16.363591677714712 48.165657998172776)",67,1,Straßenbahn,
OEFFLINIENOGD.2115,2115,"LINESTRING (16.326849011255945 48.21334118240562, 16.32633521710725 48.21324701672665)",44,1,Straßenbahn,
OEFFLINIENOGD.2116,2116,"LINESTRING (16.326849011255945 48.21334118240562, 16.326781320793355 48.21334189732062, 16.326703084474627 48.213353344686034, 16.326651670556878 48.21337325946416, 16.326600255774434 48.213397656414564, 16.326548837662695 48.21343251059838, 16.326516793440657 48.2134653743804, 16.326507514595487 48.21348580429148)",44,1,Straßenbahn,
OEFFLINIENOGD.2117,2117,"LINESTRING (16.325747537052415 48.231474007672034, 16.326217367903354 48.23140456870692)",40,1,Straßenbahn,
OEFFLINIENOGD.2118,2118,"LINESTRING (16.325747537052415 48.231474007672034, 16.32583572836173 48.23147576740448, 16.3259019691201 48.23148719455872, 16.32595859205878 48.231507186797295, 16.326010938455724 48.23153503054554, 16.32604405385592 48.23157001135267, 16.326054929774617 48.23159157874861)",40,1,Straßenbahn,
OEFFLINIENOGD.2119,2119,"LINESTRING (16.326217367903354 48.23140456870692, 16.326159471607813 48.23142654117815, 16.32611886544052 48.23145437684397, 16.32608573727355 48.23149220722069, 16.32606649879374 48.23153075284989, 16.32605580732695 48.23156430173079, 16.326054929774617 48.23159157874861)",9,1,Straßenbahn,
OEFFLINIENOGD.2120,2120,"LINESTRING (16.419998903568302 48.29711774729088, 16.42053824038322 48.29807277264557)","30, 31",1,Straßenbahn,
OEFFLINIENOGD.2121,2121,"LINESTRING (16.454256285982378 48.24740957206641, 16.45499121338369 48.24708248275669, 16.455264548674023 48.24696798709916, 16.455751474483947 48.246786644022166, 16.456380812598777 48.24656898320789, 16.457161318248946 48.2464044584381, 16.457803524103795 48.24629448415712, 16.4581863598246 48.24624054031622, 16.45859149297793 48.24619164985418, 16.45896193271589 48.246168411954606, 16.459363728822904 48.246148946025926, 16.45980540631136 48.24612182130294, 16.460144453324414 48.2460814814832, 16.460617161901055 48.24600593806415, 16.46237953585672 48.245587614095115, 16.463246276333628 48.24536616525232, 16.463921186137387 48.245157930104625, 16.464385336979362 48.2450051297841, 16.464860808499072 48.24482185699976, 16.465298285006302 48.24462664791709, 16.466997155256003 48.243785974986764, 16.468180093625552 48.24319571153092, 16.468589257398747 48.243004885861346, 16.470706604399926 48.242175571743054, 16.473434860744735 48.24116663667664)",26,1,Straßenbahn,
OEFFLINIENOGD.2122,2122,"LINESTRING (16.442901585936035 48.25007773309491, 16.443070103263803 48.25007891005663, 16.443262425834217 48.25004779818923, 16.443402060907918 48.25000570784585, 16.443571356571887 48.249955624401665, 16.443988681641457 48.24984863445185, 16.44506953299781 48.24959154846906, 16.445514994511573 48.24948405055669, 16.445994667677276 48.24938151568351, 16.44673720195853 48.249201845743144, 16.447802022424124 48.24892979841918, 16.449100807198537 48.24861864768658, 16.44936427704817 48.24854462592147, 16.44963314831479 48.24849677177928, 16.44990737121954 48.24845248107652, 16.450311634705105 48.24841162994037, 16.45067140903926 48.24838985656724, 16.451468605740793 48.24836825536855, 16.4517294043602 48.248347157145965, 16.45197513702519 48.24830883911464, 16.45223252181046 48.24825327257937, 16.452887293257078 48.24807420729878, 16.453091336199222 48.24801384843459, 16.453274607464657 48.2479256227315, 16.453566824300005 48.2477686679644, 16.454256285982378 48.24740957206641)",26,1,Straßenbahn,
OEFFLINIENOGD.2123,2123,"LINESTRING (16.473434860744735 48.24116663667664, 16.473956778514175 48.240973176751254, 16.474237646687794 48.24086110712447, 16.474545066735562 48.240734151780266, 16.474893768078033 48.24059286827986, 16.47526099599967 48.24045441660787, 16.475591214075422 48.24032933379876, 16.475883007506937 48.2402214286847, 16.476115034627185 48.24014214973185, 16.476257401367832 48.24010009791644, 16.476395024879515 48.24006933809148, 16.47656163273622 48.24003487079113, 16.476757077123757 48.23999683096712, 16.47691512863882 48.23995734466605, 16.477520408787903 48.23973317263259, 16.477644255322623 48.239693045727115, 16.477742537624938 48.23968221653697, 16.477875092416998 48.2396998990825, 16.47799811849219 48.23974971580049, 16.478096482634108 48.239833112626364, 16.478740378206705 48.240528419570765, 16.478850295904806 48.24060252139336, 16.478982946916677 48.24065375230623, 16.47912409271368 48.24068498526746, 16.479269440059014 48.240690514956896, 16.47940475831343 48.240676069738186, 16.479569896479457 48.24062541947756, 16.48066900075535 48.24019429218175, 16.48078016853642 48.24014239954555, 16.481069936829286 48.23995286935925, 16.481233614355446 48.23989079726899, 16.48142871200981 48.23985533546509, 16.481611091556587 48.239857008575406, 16.481795993705074 48.239892694713475, 16.48316990530731 48.240257625497684, 16.48331209146157 48.240278857924565, 16.483410370283615 48.24026731074018, 16.483506444826432 48.24023220969499, 16.48356939564401 48.240198579179456, 16.48363226148837 48.2401349674425, 16.484417472033456 48.23880709872616, 16.4846261185197 48.23837826249554, 16.484692118827855 48.238290930317625, 16.484760556994917 48.23824682223887, 16.484849488494255 48.23820685142086, 16.485799480652997 48.237852866058326, 16.488167908947105 48.23697059279851, 16.48827246516097 48.236916202440355, 16.48839401172694 48.23682609932072, 16.488487720260274 48.23671747204882, 16.488534358022047 48.23659034889696, 16.488546802754005 48.23646327017822, 16.488495114885094 48.23632913864938, 16.488159483297782 48.235570066004634, 16.487497652579382 48.23434065047697, 16.487098892917558 48.23348160263155)",26,1,Straßenbahn,
OEFFLINIENOGD.2124,2124,"LINESTRING (16.38216473969962 48.15252599768232, 16.382139267265416 48.15267163133452, 16.382105175799555 48.15315534680669)",67,1,Straßenbahn,
OEFFLINIENOGD.2125,2125,"LINESTRING (16.382105175799555 48.15315534680669, 16.381731042962226 48.15293248922851, 16.381641976049064 48.152742166863256, 16.38169867898163 48.15252561263129, 16.381837251581203 48.15240182458544, 16.38204347226758 48.15237556826178, 16.382127681052946 48.15243323712439, 16.38216473969962 48.15252599768232)",67,1,Straßenbahn,
OEFFLINIENOGD.2043,2043,"LINESTRING (16.33802807280023 48.17882043642284, 16.337820297073634 48.178772850366016, 16.337692215910792 48.178721455992786, 16.337592596452126 48.17867957862705, 16.33742466812751 48.17858249890618, 16.33626625896676 48.17784392217254, 16.33532703175603 48.177251909554265, 16.33510788173809 48.17710533277055, 16.335053808067894 48.17701776796999, 16.335053809510125 48.17694352888853, 16.335418121277485 48.176235403906176, 16.335480735684133 48.176079311484926, 16.33552342746531 48.17599745802997, 16.335685656292718 48.17569288681246, 16.335699886546905 48.17562055162483, 16.33567427281489 48.17553869787728, 16.33560596872612 48.175458747831314, 16.335483589780797 48.175394025722575)",62,1,Straßenbahn,
