FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.586,586,"LINESTRING (16.32288428536844 48.26645255931148, 16.32235498748716 48.266698768648546, 16.32193259600417 48.26696283369027, 16.321590387571124 48.26722690727792, 16.32133905924959 48.26748385278599, 16.321130497399785 48.267730097023254, 16.321050251771673 48.26792638851111, 16.321066247471403 48.26806915669195, 16.32121590375725 48.268172681082845, 16.32139765441622 48.26821553393992, 16.321590113734537 48.26819771242547, 16.32193227360625 48.268133510150705, 16.322279770836392 48.26809429207982, 16.322643285402844 48.26813002677856, 16.32320993776228 48.268208611844976, 16.32345583292097 48.268287160339355, 16.323621520130327 48.26844065161445, 16.323744434889985 48.2686226902149, 16.323904794612822 48.26870479791388, 16.324177432704737 48.268744086581194, 16.324695997909348 48.2687405695904, 16.325177140742056 48.26873347827446, 16.325588779932584 48.268751362325624, 16.32585607108504 48.26880135368971, 16.326273036988493 48.26892631009346, 16.32700539708293 48.269194055385476, 16.32710695123402 48.26931184481238, 16.32709089029076 48.26944390156144, 16.327005336628897 48.26953669176863, 16.32683959784351 48.26958664686993, 16.326647142990407 48.26956164761918, 16.32642796825641 48.26947953885136, 16.32615534657239 48.2693260433973, 16.32594686220595 48.26926534985265, 16.325711643399806 48.26922606785449, 16.32543365074221 48.269208197558335, 16.32520911647383 48.26920460725885, 16.325000616796796 48.2692224332871, 16.32488833448845 48.269290235673246, 16.324824161392453 48.26938302723268, 16.324824141851977 48.26947225568076, 16.324888275424865 48.26956149037148, 16.325027259161406 48.2696328863539, 16.325337322605307 48.26967931455294, 16.325839836466724 48.269790003030195, 16.326278194891746 48.26991496129052, 16.32670050824944 48.270089883924705, 16.32701589793214 48.270275503814176, 16.327299207488295 48.27050395083568, 16.32746490500465 48.27070740385935, 16.327545061138338 48.270928696208514, 16.327502251974337 48.27116425593209, 16.327405986865042 48.27136055144417, 16.32716536617048 48.271578250124826, 16.32589273400589 48.272631038913275, 16.325577242011487 48.2728951273599, 16.324876762579763 48.273323356648845, 16.323331386197605 48.27428686248092, 16.322946385489537 48.27446884535804, 16.32263090489993 48.27458302100862, 16.322256617052027 48.27467220509841, 16.321882330861403 48.27475068081666, 16.321401109659995 48.27483271019633, 16.321107021453198 48.274907624225484, 16.320780841414056 48.27502179340168, 16.32047603794154 48.275164518450104, 16.320219346477494 48.275325094271864, 16.319941243228556 48.275564186824504, 16.319732632679436 48.27583898117451, 16.31958281479865 48.276178027363336, 16.319582698966403 48.27653850916675, 16.3196360695342 48.27684546285158, 16.31978034810048 48.27711673679984, 16.319983456395363 48.27735232799633, 16.320250737421002 48.27756294401488, 16.32058753213003 48.277766430073584, 16.321047323674186 48.27793067111246, 16.32155525716458 48.27803424105879, 16.322068560108743 48.278059288243455, 16.322592579222302 48.27800938346924, 16.323073834677224 48.277902364611464, 16.323544409698602 48.27773466724735, 16.32405241564784 48.27754198822072, 16.3244855459325 48.277413544122176, 16.325089769277167 48.27731723716237, 16.326554854828416 48.277142479234065, 16.328105483242293 48.27695700232739, 16.328666902085864 48.27698202337895, 16.329094640304216 48.27706414057132, 16.329527718469663 48.27722477675638, 16.330244161476866 48.277588866248195, 16.331334888708742 48.27812428603648, 16.33174125425919 48.278188546647776, 16.332078115822476 48.27818855877099, 16.332468452976034 48.27811718821427, 16.332816016599093 48.277970864215426, 16.3348051163306 48.27703222174862)",38A,2,Autobus,
OEFFLINIENOGD.587,587,"LINESTRING (16.3348051163306 48.27703222174862, 16.3353184121758 48.2773998466129)",38A,2,Autobus,
OEFFLINIENOGD.588,588,"LINESTRING (16.3348051163306 48.27703222174862, 16.335633887044708 48.27647544341406, 16.336211343061468 48.27607927052832, 16.336473334260123 48.275957919163496, 16.336671164939304 48.275975764111976, 16.336810183387946 48.276107821120014, 16.33689038785427 48.2763005537476, 16.33680484133231 48.276450457127844, 16.33558575825735 48.27726422083546, 16.3353184121758 48.2773998466129)",38A,2,Autobus,
OEFFLINIENOGD.589,589,"LINESTRING (16.3353184121758 48.2773998466129, 16.33490669344409 48.27762112939671, 16.334355951307163 48.27783170158957, 16.333724996917212 48.278117220465724, 16.332874791816852 48.27863472416477, 16.33206734708303 48.279159361715664, 16.331612815201396 48.279473427891766, 16.331473773684312 48.27966258707077, 16.331489797957666 48.27985175142732, 16.331634158815774 48.279994521957086, 16.33185873293512 48.28009446578428, 16.332088662089653 48.280108750420275, 16.332345331752872 48.28004808366654, 16.332607352880032 48.279919603398184, 16.33347897584952 48.279295029037826, 16.333708904106203 48.279230789283986, 16.33392278744746 48.27928076070657, 16.334056460183735 48.279416390215864, 16.333997633984822 48.27958770797127, 16.333847903671824 48.279830405539286, 16.33367143135061 48.28016589998259, 16.333687459619085 48.280447861641726, 16.333789048846267 48.28065487321129, 16.333986888971236 48.28086545579591, 16.334350497217056 48.28105462541908, 16.33481570997086 48.281165274793615, 16.335296968579705 48.28121524619835, 16.3358210055769 48.281200971941516, 16.336917202651932 48.28104749687579, 16.33789575351977 48.280886874613955, 16.339713801269028 48.280472811990435, 16.34064419553155 48.28019795504053, 16.342606537125324 48.279519725257764)",38A,2,Autobus,
OEFFLINIENOGD.590,590,"LINESTRING (16.342606537125324 48.279519725257764, 16.343162611077876 48.27931982132847, 16.34357431461379 48.27914490787755, 16.343943236296347 48.278962857196596, 16.34415710342686 48.27886290687001, 16.344328214257196 48.27888430896674, 16.344477948530518 48.278984234433665, 16.34449401177648 48.279119859478726, 16.344408502594415 48.27939111996281, 16.34424811350263 48.27954817291015, 16.3440502814439 48.27962670799342, 16.34386313558895 48.279651704496274, 16.343569037906924 48.27962674047155, 16.342606537125324 48.279519725257764)",38A,2,Autobus,
OEFFLINIENOGD.591,591,"LINESTRING (16.32288428536844 48.26645255931148, 16.32249634870964 48.265932391919655, 16.322229135451362 48.26566110614016, 16.321796187146862 48.265471888205155, 16.321507556945345 48.26534336333471, 16.321373963309927 48.265175596503504, 16.32135263192908 48.26499713764284, 16.321411481274385 48.26482939527816, 16.32158258778747 48.26466166705528, 16.322004942555004 48.26446898583191, 16.322454032603815 48.26423704598498, 16.32279620789903 48.264001522745865, 16.322860383436552 48.263887317886244)",38A,2,Autobus,
OEFFLINIENOGD.592,592,"LINESTRING (16.3223312695106 48.26354461835888, 16.32257714939369 48.263591046376675, 16.32274283867092 48.26367315549376, 16.322828336875986 48.26378737849645, 16.322860383436552 48.263887317886244)",38A,2,Autobus,
OEFFLINIENOGD.593,593,"LINESTRING (16.32144914307034 48.26397637590856, 16.321288791794895 48.263929956491914, 16.32123535256857 48.263872843500884, 16.321246065567124 48.263794323515704, 16.321342302489793 48.26373366038563, 16.32158822265406 48.26363732521832, 16.321839481760286 48.26356240452978, 16.32206934526899 48.26353031028468, 16.322224364055142 48.2635303290256, 16.3223312695106 48.26354461835888)",38A,2,Autobus,
OEFFLINIENOGD.594,594,"LINESTRING (16.322529113243746 48.263312647935834, 16.32260929961286 48.263298380804116, 16.322823084969734 48.263423325014124, 16.32294064727183 48.26357324249873, 16.322961988144524 48.26373385612176, 16.32292989172705 48.2638230810027, 16.322860383436552 48.263887317886244)",38A,2,Autobus,
OEFFLINIENOGD.595,595,"LINESTRING (16.363133011507657 48.25025692215504, 16.362629270085137 48.24894311724825)","10A, 38A, 39A",2,Autobus,
OEFFLINIENOGD.596,596,"LINESTRING (16.364369475575447 48.24864194963702, 16.364383569003472 48.24867785836548, 16.364870540129527 48.249876970702076, 16.364893022395 48.24993790148972)","10A, 11A, 38A, 39A",2,Autobus,
OEFFLINIENOGD.597,597,"LINESTRING (16.364369475575447 48.24864194963702, 16.362629270085137 48.24894311724825)",38A,2,Autobus,
OEFFLINIENOGD.598,598,"LINESTRING (16.348899769964717 48.24089656549937, 16.348889647228653 48.241171137542736, 16.348799234012922 48.242862925983566)",10A,2,Autobus,
OEFFLINIENOGD.599,599,"LINESTRING (16.343257672515833 48.2455708451598, 16.3414622499645 48.245827922938005, 16.337165985084713 48.24648119883498, 16.334665131556818 48.24662753101298, 16.334317788381156 48.246652510982486, 16.334002507849846 48.246709612091884, 16.331683262148307 48.24753759035922, 16.330512918532488 48.24799795956738)",39A,2,Autobus,
OEFFLINIENOGD.600,600,"LINESTRING (16.330512918532488 48.24799795956738, 16.33043808919082 48.24813358379722, 16.330069332194107 48.248394112814104, 16.329711271836455 48.24854756741715, 16.32933183880539 48.248661758418876, 16.32892033673691 48.248808068684056, 16.328471415261014 48.24901148218004, 16.328156098644843 48.249157796000354, 16.3276483910644 48.24933978602243, 16.327252913478755 48.24946824644044, 16.326745206095495 48.24961454150128, 16.326349736954285 48.249675184448655, 16.325980987345158 48.24973582747872, 16.325580168353863 48.24981431324059, 16.325307614871132 48.24984641059785, 16.324794580999907 48.24987491465605)",39A,2,Autobus,
OEFFLINIENOGD.601,601,"LINESTRING (16.324794580999907 48.24987491465605, 16.325211480940514 48.24957157747237, 16.325655099066722 48.249253963714054, 16.326061295444244 48.24897560621618, 16.32640333623862 48.248832869747005, 16.32682018993808 48.248686568919396, 16.3273065001484 48.248611654719056, 16.32772868270361 48.24853316447155, 16.32807605101652 48.248440390941056, 16.32863184697644 48.24823341744489, 16.328989904440117 48.24810852023205, 16.329246415235207 48.24806570598726, 16.32950826250371 48.24807999775074, 16.32983957864227 48.24810856925985, 16.33019762333554 48.24806218896477, 16.330512918532488 48.24799795956738)",39A,2,Autobus,
OEFFLINIENOGD.602,602,"LINESTRING (16.248976661324395 48.21687356966801, 16.24913423942852 48.21527827065363, 16.2492843926979 48.21491075956246, 16.24955637876965 48.21449931931227)","43B, 52A, 52B",2,Autobus,
OEFFLINIENOGD.603,603,"LINESTRING (16.248976661324395 48.21687356966801, 16.249715508345027 48.21727666809783, 16.249915436243977 48.218407233503896, 16.250596663548343 48.219094983089526, 16.250942249334983 48.219342518083536, 16.25138882918601 48.21954516603276, 16.251917170094043 48.21970933550714, 16.252368671198504 48.21984454442938, 16.25294500211204 48.22005370359357, 16.253478090424256 48.22025961825442, 16.254020754712634 48.22049122802546, 16.254232028875006 48.22060056630952, 16.254356949131306 48.22061671152398, 16.254481972848478 48.2205686293341, 16.254597434523856 48.22048842656254, 16.25462640623617 48.220401738641, 16.254583272198214 48.220327845470095, 16.254242641849583 48.219971138140615, 16.25419475562187 48.21986512776172, 16.25415184938625 48.219649932251386, 16.2540847808608 48.21951821739323, 16.253773100867658 48.21909408864105, 16.253763700735323 48.2189624139376, 16.253835983295613 48.21883722148412, 16.254062092543833 48.218680023300465, 16.25451909949626 48.21837205369787, 16.25470201117578 48.21817949845968, 16.254846508219245 48.21796764794715, 16.254909238073193 48.21780391054742, 16.254933441536043 48.217691528373024, 16.2548567538944 48.21756622915116, 16.25400282777756 48.2166728508261, 16.25393098007048 48.216528286561086, 16.25394562198848 48.216386994605045, 16.254017885083158 48.216271435446735, 16.25416215424076 48.21620088798272, 16.254344768263614 48.21619138352572, 16.254512905136135 48.21622040512706, 16.2546329344935 48.216284718478995, 16.255179831243844 48.21685673522453, 16.255458199113658 48.21707209484987, 16.256015039650862 48.21744179620817, 16.25625490717415 48.21769887603639, 16.256609803822954 48.21815193025709, 16.256729829055075 48.21822266341161, 16.256883529090334 48.21827094122284, 16.257037262662674 48.21829673774383, 16.25729196962068 48.21828406667197, 16.258147382989907 48.21825253578085, 16.258325159198634 48.21826871339246, 16.258661441567632 48.21833316760568, 16.2599537248329 48.218587731788276, 16.260472448608297 48.21876791289746, 16.26061180187432 48.21877121587562, 16.260674352702242 48.218716663014, 16.260703289590943 48.218646030803626, 16.260650533862567 48.218575345039525, 16.26051124592167 48.218527082636676, 16.26017986511635 48.218395196449165, 16.25993497878489 48.218266578955486, 16.259747786747138 48.21811872959149, 16.25958952900279 48.21790346033538, 16.25947455371766 48.21766573947872, 16.259479545918683 48.21754049771431, 16.259561385100923 48.2174409987678, 16.259691206402735 48.2173897026215, 16.259926715135833 48.217357745105886, 16.26045540601201 48.21728744274525, 16.260594708069757 48.21732285940079, 16.262678491799324 48.218534909047285, 16.26277894781613 48.218608285366486)",52B,2,Autobus,
OEFFLINIENOGD.604,604,"LINESTRING (16.261691259329332 48.19488363102451, 16.262068503916197 48.19549955868342, 16.260550536593687 48.19616184439028, 16.260195135298716 48.19582551306423, 16.259759919428415 48.195316616552944, 16.26042309617383 48.195093980247954, 16.260859156667824 48.195028831771545)",53A,2,Autobus,
OEFFLINIENOGD.605,605,"LINESTRING (16.260859156667824 48.195028831771545, 16.261691259329332 48.19488363102451)",53A,2,Autobus,
OEFFLINIENOGD.606,606,"LINESTRING (16.260859156667824 48.195028831771545, 16.26088621843737 48.19477603175743, 16.261278378281222 48.19430634515042, 16.262387824611054 48.19308164155068, 16.262445816486206 48.19296865483138, 16.262419274713867 48.19286453702322, 16.26230399212682 48.192602722265796, 16.26222427456332 48.19235580318506, 16.262157942834257 48.192082122574504, 16.262167065374687 48.19192448927043, 16.26226513033418 48.19178475919667, 16.26231867600826 48.19166879560961, 16.26229668686197 48.19149329621067, 16.262247935195493 48.19136834391677, 16.262234769567133 48.19124341355575, 16.262283909555986 48.19109770301887, 16.26238210477664 48.19086576917256, 16.262404630947675 48.19066650406425, 16.26245826591852 48.19048807903472, 16.26252959389301 48.19037807481224, 16.262975189501343 48.189834058592425, 16.26325572345537 48.189623059886955, 16.263536372599706 48.18932877896244, 16.2637635947628 48.189067181945425, 16.263790484365227 48.18892443077058, 16.263795136928017 48.18877869245633, 16.263728659140796 48.18860614022514, 16.263675411662124 48.188513902040356, 16.266158502363098 48.18772426902213)",53A,2,Autobus,
OEFFLINIENOGD.607,607,"LINESTRING (16.280645924792832 48.18742580882565, 16.281437693362612 48.18739644445998, 16.28129671858245 48.18612039269064)","53A, 54B",2,Autobus,
OEFFLINIENOGD.608,608,"LINESTRING (16.27976214244282 48.18618211297448, 16.280645924792832 48.18742580882565)","53A, 54A",2,Autobus,
OEFFLINIENOGD.609,609,"LINESTRING (16.277963022790264 48.18104273602071, 16.27634024696906 48.180586833184655, 16.276269197310285 48.18049459145745, 16.276327355210146 48.180200163829525, 16.276287684857657 48.17989378730524, 16.276066905034984 48.17853440506005, 16.27587703305224 48.177374318254394, 16.272986150087817 48.17759584287738, 16.271411728086502 48.17771096745766)","54A, 54B",2,Autobus,
OEFFLINIENOGD.610,610,"LINESTRING (16.271411728086502 48.17771096745766, 16.271136114856983 48.17762455631714, 16.271221765415245 48.17670851141887)",54B,2,Autobus,
OEFFLINIENOGD.611,611,"LINESTRING (16.271221765415245 48.17670851141887, 16.27126234376312 48.17626833378642, 16.271187077501533 48.176003575665874, 16.271013951131845 48.1757625573421, 16.270818511814575 48.1755839867619, 16.270583013278934 48.17543513634327, 16.2700763235298 48.175232592514774, 16.26948505020282 48.175104355319434, 16.268782534436166 48.175032562593366, 16.26804433989854 48.17504105131728, 16.267332841295293 48.175037654118796, 16.266861518626982 48.17500167906063, 16.26634141434415 48.17486752038171, 16.265350130247903 48.1745992251561, 16.26441220521848 48.17433987771896, 16.26415736385627 48.17532124698561, 16.26460649360892 48.17532747602924, 16.26496667281546 48.175342570529445, 16.26534903842616 48.17539336987893, 16.26566022521149 48.175464945516104, 16.26602910029449 48.17562578448714, 16.266415702140144 48.175834222478976, 16.266753486966497 48.17597124509272, 16.26711798765775 48.176084489349805, 16.267535912486846 48.17615314889828, 16.268047252423145 48.17620104110574, 16.26846526935501 48.17620128764014, 16.26900787907525 48.17614211878088, 16.269394801463008 48.17611557545152, 16.269683836916588 48.1761306138927, 16.270035079103266 48.17618435373394, 16.270497410360175 48.17630656649302)",54B,2,Autobus,
OEFFLINIENOGD.612,612,"LINESTRING (16.270497410360175 48.17630656649302, 16.270866311736363 48.176464415870015, 16.271115130728216 48.176634093427296, 16.271221765415245 48.17670851141887)",54B,2,Autobus,
OEFFLINIENOGD.613,613,"LINESTRING (16.25951185005465 48.18027942731556, 16.259306175414782 48.18101394824917, 16.259274826067493 48.18115966965312, 16.25931023618628 48.181272717396, 16.259381262262313 48.18136199462328, 16.25952345239629 48.181448345144936, 16.26023016966519 48.18173732314198, 16.26070121375054 48.18200234828239, 16.261132269324527 48.18224355026715, 16.261714471732788 48.18253541193652, 16.262265620507286 48.18277668724445, 16.26273669599091 48.18303278094282, 16.262870009134318 48.18311317262322, 16.26422211330137 48.18308725621924, 16.26448353588603 48.183795308652414, 16.264647685619664 48.18409284336799, 16.26486977279323 48.184307132050996, 16.265025211230636 48.18447379063874, 16.26501607690774 48.18464629554641, 16.264904094193714 48.18521729722022, 16.26496609538444 48.18541066629524, 16.265187882066115 48.18584802898575, 16.2654054008243 48.18615749251847, 16.265698595728214 48.186422386634796, 16.26604515816298 48.18669623646673, 16.266360704559535 48.186883810752015, 16.266510559480317 48.18695409171775)","54A, 54B",2,Autobus,
OEFFLINIENOGD.614,614,"LINESTRING (16.267537119669804 48.187918429570814, 16.26884938938502 48.18783592346614, 16.273284229731264 48.18768376521749, 16.274860525681472 48.18762695600547)","53A, 54A, 54B",2,Autobus,
OEFFLINIENOGD.615,615,"LINESTRING (16.274860525681472 48.18762695600547, 16.277349856676615 48.18753719784961)","53A, 54A",2,Autobus,
OEFFLINIENOGD.616,616,"LINESTRING (16.277349856676615 48.18753719784961, 16.280645924792832 48.18742580882565)","53A, 54A, 54B",2,Autobus,
OEFFLINIENOGD.617,617,"LINESTRING (16.27507009352638 48.192197387055565, 16.273938237061365 48.19235382488772)",47A,2,Autobus,
OEFFLINIENOGD.618,618,"LINESTRING (16.27784364521565 48.191979727937806, 16.277774947167092 48.19198463939509, 16.276671672518557 48.19205545836965, 16.27507009352638 48.192197387055565)","47A, 54A, 54B",2,Autobus,
OEFFLINIENOGD.619,619,"LINESTRING (16.27507009352638 48.192197387055565, 16.274879808167608 48.19133536383302, 16.275299782408 48.19128699086112, 16.27506685323396 48.19022856242901, 16.274860525681472 48.18762695600547)","54A, 54B",2,Autobus,
OEFFLINIENOGD.620,620,"LINESTRING (16.277349856676615 48.18753719784961, 16.277545986020286 48.19018125516444, 16.27765802006147 48.191077631631, 16.27784364521565 48.191979727937806)","54A, 54B",2,Autobus,
OEFFLINIENOGD.621,621,"LINESTRING (16.266510559480317 48.18695409171775, 16.266894118281755 48.18713397598748, 16.26727633337928 48.18736322819671, 16.267537119669804 48.187918429570814)",54B,2,Autobus,
OEFFLINIENOGD.622,622,"LINESTRING (16.266158502363098 48.18772426902213, 16.266558144404286 48.188224197423146, 16.267537119669804 48.187918429570814)","53A, 54A",2,Autobus,
OEFFLINIENOGD.623,623,"LINESTRING (16.266510559480317 48.18695409171775, 16.26630191851626 48.18708999123386, 16.265864318209193 48.187255763848505, 16.265811844973523 48.187313616601, 16.265829959280033 48.187394361519345, 16.266158502363098 48.18772426902213)",54A,2,Autobus,
OEFFLINIENOGD.624,624,"LINESTRING (16.28129671858245 48.18612039269064, 16.27976214244282 48.18618211297448)","53A, 54A, 54B",2,Autobus,
OEFFLINIENOGD.625,625,"LINESTRING (16.27976214244282 48.18618211297448, 16.279274516644325 48.18551677651793, 16.278728100664324 48.18492164022151, 16.278341544174918 48.184567502665125, 16.277741653091223 48.18408238470177, 16.277052769487486 48.18364183327276, 16.276457241673107 48.18324891552151, 16.275879575624778 48.182802465584686, 16.276662895394217 48.182326980614576, 16.277099127176065 48.18200002916201, 16.27748647234788 48.18163735975048, 16.277963022790264 48.18104273602071)",54B,2,Autobus,
OEFFLINIENOGD.626,626,"LINESTRING (16.277963022790264 48.18104273602071, 16.278626830604203 48.18122594847165, 16.279139067572487 48.181322570964035, 16.279699392498014 48.18136924662751, 16.280259793377233 48.181348104423336, 16.280777525381 48.18130195491414, 16.281004593071454 48.183561361726014, 16.28129671858245 48.18612039269064)",54A,2,Autobus,
OEFFLINIENOGD.627,627,"LINESTRING (16.26086820650852 48.180336834021844, 16.25951185005465 48.18027942731556)","54A, 54B",2,Autobus,
OEFFLINIENOGD.628,628,"LINESTRING (16.262820553255306 48.18124117291888, 16.260777870462995 48.1812855858193, 16.26086820650852 48.180336834021844)",54B,2,Autobus,
OEFFLINIENOGD.629,629,"LINESTRING (16.271411728086502 48.17771096745766, 16.27097576249064 48.17782671970241, 16.2706420920348 48.17793360636543, 16.270286115292876 48.178094016867945, 16.269934504127317 48.17831688942002, 16.269511648520577 48.17860515527168, 16.26895074741649 48.179030158367546, 16.26735640417563 48.1807007887238, 16.267209481184896 48.18081967395129, 16.266973665438996 48.18089686429543, 16.264896316611896 48.18119600406083, 16.262820553255306 48.18124117291888)","54A, 54B",2,Autobus,
OEFFLINIENOGD.630,630,"LINESTRING (16.262820553255306 48.18124117291888, 16.263882056140552 48.18057441504537, 16.263910296054288 48.18048846566714, 16.263838066420625 48.180434690312865, 16.26365732656211 48.180418458079856, 16.26086820650852 48.180336834021844)",54A,2,Autobus,
OEFFLINIENOGD.631,631,"LINESTRING (16.25951185005465 48.18027942731556, 16.259500464026985 48.17995906316895, 16.25934825760653 48.17966613608037, 16.259216074194317 48.1794162052717, 16.258939215768933 48.17921184762949, 16.258321188450566 48.17883532396582, 16.257618757006995 48.178499037136866, 16.2574180927766 48.17838338117387, 16.256800281159805 48.17788058543242, 16.256423122958015 48.17761167644362, 16.256226541026543 48.17745841063681, 16.256074232463032 48.17724875988946, 16.255933765002503 48.17717344002631, 16.25574098021048 48.17716255949371, 16.25553210756288 48.17716510055331, 16.255363478716966 48.17711931200715, 16.25512886618985 48.177058561514556, 16.25491909368465 48.17697632167309, 16.25473424054173 48.17688458244478, 16.25458844765456 48.17684045916836, 16.254341248483996 48.176804591398756)",54A,2,Autobus,
OEFFLINIENOGD.632,632,"LINESTRING (16.254341248483996 48.176804591398756, 16.25408865544712 48.176805601377566, 16.254040718251186 48.176748460191696, 16.254044420294463 48.17665804312169)",54A,2,Autobus,
OEFFLINIENOGD.633,633,"LINESTRING (16.254044420294463 48.17665804312169, 16.25416542421536 48.17662957588366, 16.254270332053444 48.1766558244572, 16.254327143226345 48.176726058802515, 16.254341248483996 48.176804591398756)",54A,2,Autobus,
OEFFLINIENOGD.634,634,"LINESTRING (16.28389442776409 48.151460006975405, 16.28390634510638 48.150928914089626, 16.283955494044395 48.15014846908495, 16.284493370223604 48.1499088602395, 16.28412999610925 48.14917772279622, 16.28334374329863 48.14752125034856)","56A, 56B, 60A",2,Autobus,
OEFFLINIENOGD.635,635,"LINESTRING (16.291175684299255 48.15826168025944, 16.291179405911226 48.15834832184031, 16.291223808524734 48.15963134927339, 16.291331868389953 48.161332949806734, 16.291379875037833 48.161619943110566)","56A, 58A",2,Autobus,
OEFFLINIENOGD.636,636,"LINESTRING (16.28655120069413 48.1597160046181, 16.28752113045345 48.16024009087593, 16.288331874015505 48.16069680101994, 16.28968610328325 48.16158542895638, 16.29011909244695 48.161875459760715, 16.290423203015582 48.16197425572527, 16.290605671031486 48.1620140107301)","56B, 58A",2,Autobus,
OEFFLINIENOGD.637,637,"LINESTRING (16.323763865449013 48.18624567335834, 16.323359758658583 48.18877234004456, 16.323189388753345 48.19013104713348, 16.321257512994755 48.190001362946056)",57A,2,Autobus,
OEFFLINIENOGD.638,638,"LINESTRING (16.283133367265986 48.23099251842898, 16.28325468520643 48.230768906662824, 16.283354725472705 48.230454866155675, 16.28337637435823 48.23018124081644, 16.283373063244944 48.22993853594464, 16.283341264922353 48.229691059734215, 16.28324895484609 48.229415002498264, 16.283128132103844 48.22916272611688, 16.28295391101303 48.22889138916014, 16.28286499084595 48.22878427387667, 16.28231359970602 48.228210572253246, 16.281997043710515 48.227839230846435, 16.28176943790312 48.22754645243901, 16.281716225452662 48.227353692463865, 16.281659438109536 48.22717282780186, 16.281598995270713 48.22708238028467, 16.28149582192899 48.22698953288029, 16.281332088896466 48.226915692374014, 16.281107784865085 48.22687275553845, 16.280958257162098 48.22683699288019, 16.28089421373659 48.22678461395745, 16.28085866725029 48.22672511081924, 16.280840222414163 48.226656574170924)",44A,2,Autobus,
OEFFLINIENOGD.639,639,"LINESTRING (16.280840222414163 48.226656574170924, 16.281866928116166 48.22627825587153, 16.282212440443363 48.22619275753033, 16.283419790463206 48.226045791111474)",44A,2,Autobus,
OEFFLINIENOGD.640,640,"LINESTRING (16.28535004556066 48.22587533898273, 16.285178984241934 48.22600851222578, 16.285036468613377 48.22608221179364, 16.284740831101242 48.22615346336624, 16.28420655754868 48.22626743669619, 16.283971486971605 48.22630778164604, 16.283789884534077 48.22629580220832, 16.283604754936647 48.22625050845127, 16.283508658339183 48.22620049594171, 16.283419790463206 48.226045791111474)",44A,2,Autobus,
OEFFLINIENOGD.641,641,"LINESTRING (16.283419790463206 48.226045791111474, 16.283195909868073 48.22559359466808, 16.283228026811248 48.22552698547162, 16.283431055829343 48.22547710992593, 16.283545059346253 48.225427193401174, 16.283701833365996 48.22533922553941, 16.28399033449181 48.22527987043676, 16.284232520356937 48.22524190913566, 16.284463988777286 48.225237254046405, 16.284563678083607 48.22525633453331, 16.284702498646986 48.22531350312151, 16.284912524550972 48.22538735944781, 16.285019219503713 48.22552303525405, 16.285239721815245 48.22580628674111, 16.28535004556066 48.22587533898273)",44A,2,Autobus,
OEFFLINIENOGD.642,642,"LINESTRING (16.28617300074005 48.22550926493454, 16.286197828610543 48.225611591673086, 16.286097971298354 48.22576383294118, 16.28584118928775 48.226161087910086, 16.285734315916976 48.22620387106367, 16.285638171586882 48.226199069774104, 16.28555274386269 48.226160961586764, 16.28551718538016 48.22610859774038, 16.285495895107207 48.22603006739373, 16.28545679662096 48.225956287482745, 16.28535004556066 48.22587533898273)",44A,2,Autobus,
OEFFLINIENOGD.643,643,"LINESTRING (16.28535004556066 48.22587533898273, 16.28549259297328 48.22576832661141, 16.28562442569741 48.22569224310126, 16.285777617092627 48.22562330574402, 16.28593435304338 48.225571026840036, 16.28617300074005 48.22550926493454)",44A,2,Autobus,
OEFFLINIENOGD.776,776,"LINESTRING (16.455440576646136 48.2287560407664, 16.456302765994188 48.22852456877063, 16.45738625205699 48.22814153018546, 16.457887735094754 48.22797646934231)",26A,2,Autobus,
OEFFLINIENOGD.777,777,"LINESTRING (16.45557395201354 48.22890224137276, 16.455652334103778 48.228873486117706, 16.45795098776329 48.228069200792106, 16.457887735094754 48.22797646934231)","86A, 87A, 95A, 96A",2,Autobus,
OEFFLINIENOGD.778,778,"LINESTRING (16.453066546196432 48.22873100102291, 16.453095280551963 48.228838046875005, 16.45333103366207 48.22914951358364, 16.453837452427365 48.22946308152138, 16.454026217214565 48.22947002674989, 16.45557395201354 48.22890224137276)","86A, 87A, 95A, 96A",2,Autobus,
OEFFLINIENOGD.779,779,"LINESTRING (16.46107550512044 48.2348661353951, 16.45964910354398 48.23414492246012, 16.45919860234788 48.233791464691805, 16.45892182605 48.23347648472449, 16.45841286503507 48.23287324517565, 16.458287318641023 48.23249861656448, 16.458255468786916 48.232210143262634, 16.458125608189892 48.231892031020756, 16.45787519963699 48.231425332204125, 16.45557395201354 48.22890224137276)","86A, 87A, 95A",2,Autobus,
OEFFLINIENOGD.780,780,"LINESTRING (16.458229890224843 48.221063109801435, 16.458296925268222 48.2214013953414, 16.458404073160814 48.22153833799581, 16.458556107910283 48.22168379781268)",96A,2,Autobus,
OEFFLINIENOGD.781,781,"LINESTRING (16.458556107910283 48.22168379781268, 16.45582167649113 48.223609983072556, 16.4546771052249 48.22448918478691)","95A, 96A",2,Autobus,
