FID,OBJECTID,SHAPE,GARAGE_ID,BETREIBER,BEZEICHNUNG,PLZ,ORT,ADRESSE,WEBLINK_BETR_DE,WEBLINK_BETR_EN,WEBLINK_WK_DE,WEBLINK_WK_EN,LONGITUDE,LATITUDE,PARK_AND_RIDE,BEHINDERTENPARKPL,SE_ANNO_CAD_DATA
GARAGENOGD.376761,376761,POINT (16.40571423178672 48.21469639954238),2883,APCOA Parking Austria GmbH,Campus Prater,1020,Wien,Welthandelsplatz 2,http://www.apcoa.at/parken-in/wien/campus-prater.html,http://www.apcoa.at/en/parking-in/wien/campus-prater.html,http://www.parken.at/garage/2883/,http://www.parken.at/en/garage/2883/,16.4057232,48.2147024,N,N,
GARAGENOGD.376762,376762,POINT (16.33924694516238 48.22726116934486),3347,APCOA Parking Austria GmbH,Schubertpark,1180,Wien,Währinger Straße 123,http://www.apcoa.at/parken-in/wien/schubertpark.html,http://www.apcoa.at/en/parking-in/wien/schubertpark.html,http://www.parken.at/garage/3347/,http://www.parken.at/en/garage/3347/,16.3392555714,48.227267189,N,N,
GARAGENOGD.376545,376545,POINT (16.38574032024571 48.207888144583094),56,WIPARK Garagen GmbH,Garage Justizzentrum,1030,Wien,Marxergasse 1a,http://wipark.com,http://wipark.com,http://www.parken.at/garage/56/,http://www.parken.at/en/garage/56/,16.3857492,48.2078941,N,Y,
GARAGENOGD.376546,376546,POINT (16.385054662538387 48.16365215583752),313,WIPARK Garagen GmbH,City X,1100,Wien,Katharinengasse 2,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/313/,http://www.parken.at/en/garage/313/,16.3850636,48.1636579,N,Y,
GARAGENOGD.376547,376547,POINT (16.413159642601325 48.17615457886838),315,WIPARK Garagen GmbH,Enkplatz,1110,Wien,Enkplatz,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/315/,http://www.parken.at/en/garage/315/,16.4131687,48.1761604,N,Y,
GARAGENOGD.376548,376548,POINT (16.4179804130975 48.172296694055284),316,WIPARK Garagen GmbH,Simmeringer Hauptstraße 108a,1110,Wien,Simmeringer Hauptstraße 108a,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/316/,http://www.parken.at/en/garage/316/,16.4179895,48.1723025,N,N,
GARAGENOGD.376549,376549,POINT (16.422020288693474 48.168950507092745),317,WIPARK Garagen GmbH,Simmeringer Platz,1110,Wien,Simmeringer Hauptstraße 171,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/317/,http://www.parken.at/en/garage/317/,16.4220294,48.1689563,N,N,
GARAGENOGD.376550,376550,POINT (16.36644300212699 48.19889749879599),62,WIPARK Garagen GmbH,Garage Technische Unversität,1040,Wien,Operngasse 13,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/62/,http://www.parken.at/en/garage/62/,16.3664518,48.1989034,N,Y,
GARAGENOGD.376551,376551,POINT (16.412075544813295 48.17415328841478),318,WIPARK Garagen GmbH,Simmeringer Markt,1110,Wien,Gottschalkgasse 10,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/318/,http://www.parken.at/en/garage/318/,16.4120846,48.1741591,N,Y,
GARAGENOGD.376552,376552,POINT (16.373198952969975 48.19866539204255),63,ÖPARK Garagen GmbH,Karlsplatz Garage,1040,Wien,Mattiellistrasse 2-4,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/63/,http://www.parken.at/en/garage/63/,16.373207784131,48.198671296219,N,N,
GARAGENOGD.376553,376553,POINT (16.33836571512884 48.18127570094144),319,Parken Plus Betreiber GmbH,Steinbauer Park,1120,Wien,Steinbauergasse 29,http://www.parkenplus.at/,http://www.parkenplus.at/,http://www.parken.at/garage/319/,http://www.parken.at/en/garage/319/,16.3383744,48.1812815,N,Y,
GARAGENOGD.376554,376554,POINT (16.36796098863676 48.194433219712366),64,DI Jaro Hascha,Rainer-Garage,1040,Wien,Floragasse 7A,http://www.rainergarage.at,http://www.rainergarage.at,http://www.parken.at/garage/64/,http://www.parken.at/en/garage/64/,16.3679698,48.1944391,N,Y,
GARAGENOGD.376555,376555,POINT (16.33005464183796 48.17130895318919),320,WIPARK Garagen GmbH,Europlaza,1120,Wien,Pottendorferstraße 16,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/320/,http://www.parken.at/en/garage/320/,16.3300633,48.1713147,N,Y,
GARAGENOGD.376556,376556,POINT (16.296722926051658 48.18733819785937),321,WIPARK Garagen GmbH,Auhofstraße,1130,Wien,Auhofstraße 8,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/321/,http://www.parken.at/en/garage/321/,16.2967314,48.187344,N,Y,
GARAGENOGD.376557,376557,POINT (16.27013297099934 48.197891763493345),322,WIPARK Garagen GmbH,Hugo Breitner Hof,1140,Wien,Hanakgasse 2-4,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/322/,http://www.parken.at/en/garage/322/,16.2701413,48.1978976,N,N,
GARAGENOGD.376558,376558,POINT (16.288577973478898 48.19240927867735),323,WIPARK Garagen GmbH,Cumberlandstraße,1140,Wien,Cumberlandstraße 102,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/323/,http://www.parken.at/en/garage/323/,16.2885864,48.1924151,N,N,
GARAGENOGD.376559,376559,POINT (16.217656142166316 48.20804484780079),324,WIPARK Garagen GmbH,Auhof Center,1140,Wien,Albert Schweitzer Gasse 6,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/324/,http://www.parken.at/en/garage/324/,16.2176642,48.2080507,N,N,
GARAGENOGD.376600,376600,POINT (16.339009437776543 48.20040800891666),98,Garage Hotel Wimberger,Garage Hotel Wimberger,1070,Wien,Kenyongasse 21,,,http://www.parken.at/garage/98/,http://www.parken.at/en/garage/98/,16.3390181,48.2004139,N,Y,
GARAGENOGD.376601,376601,POINT (16.354153074716585 48.20775126408805),101,DI Cesar Karrer Grossgarage,Astoria-Hochgarage seit 1918,1080,Wien,Trautsongasse 4,,,http://www.parken.at/garage/101/,http://www.parken.at/en/garage/101/,16.3541618,48.2077572,N,Y,
GARAGENOGD.376602,376602,POINT (16.35707029380117 48.23190154768419),104,WIPARK Garagen GmbH,Garage Wirtschaftsuniverstät Wien,1090,Wien,Augasse 2-6,http://wipark.com,http://wipark.com,http://www.parken.at/garage/104/,http://www.parken.at/en/garage/104/,16.357079,48.2319076,N,N,
GARAGENOGD.376603,376603,POINT (16.35707029380117 48.23190154768419),105,WIPARK Garagen GmbH,Garage Pharmazie,1090,Wien,Augasse 2-6,http://wipark.com,http://wipark.com,http://www.parken.at/garage/105/,http://www.parken.at/en/garage/105/,16.357079,48.2319076,N,N,
GARAGENOGD.376604,376604,POINT (16.3613271673829 48.228190962622975),106,WIPARK Garagen GmbH,Parkhaus Franz-Josefs-Bahnhof,1090,Wien,Nordbergstrasse 11,http://wipark.com,http://wipark.com,http://www.parken.at/garage/106/,http://www.parken.at/en/garage/106/,16.3613359,48.228197,N,N,
GARAGENOGD.376605,376605,POINT (16.36403534533221 48.22190899107496),107,Servitengarage,Serviten-Garage,1090,Wien,Pramergasse 16,http://servitengarage.wienwelt.at/servitengarage-diskonttankstelle-kyrer-and-stanisic-oeg.php,http://servitengarage.wienwelt.at/servitengarage-diskonttankstelle-kyrer-and-stanisic-oeg.php,http://www.parken.at/garage/107/,http://www.parken.at/en/garage/107/,16.3640441,48.221915,N,Y,
GARAGENOGD.376606,376606,POINT (16.358413162025364 48.2143612301043),108,WIPARK Garagen GmbH,Votivpark-Garage,1090,Wien,Universitätsstrasse,http://wipark.com,http://wipark.com,http://www.parken.at/garage/108/,http://www.parken.at/en/garage/108/,16.3584219,48.2143672,N,Y,
GARAGENOGD.376607,376607,POINT (16.344784822490013 48.22132583892982),110,KommR Horst Kobermann,AKH-Garage,1090,Wien,Währinger Gürtel 18-20,,,http://www.parken.at/garage/110/,http://www.parken.at/en/garage/110/,16.344793483298,48.221331833747,N,Y,
GARAGENOGD.376608,376608,POINT (16.37805691433342 48.17702259607946),112,BOE Gebäudemanagement GmbH,Parkgarage-Erlachgasse,1100,Wien,Erlachgasse 92b-92c,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/112/,http://www.parken.at/en/garage/112/,16.3780658,48.1770284,N,Y,
GARAGENOGD.376609,376609,POINT (16.34677085428347 48.1676680601239),115,WIPARK Garagen GmbH,Business Park Vienna P1,1100,Wien,Clemens-Holzmeister-Straße 4-6,http://wipark.com,http://wipark.com,http://www.parken.at/garage/115/,http://www.parken.at/en/garage/115/,16.3467796,48.1676738,N,Y,
GARAGENOGD.376610,376610,POINT (16.34677085428347 48.1676680601239),116,WIPARK Garagen GmbH,Business Park Vienna P2,1100,Wien,Clemens-Holzmeister-Straße 2-4,http://wipark.com,http://wipark.com,http://www.parken.at/garage/116/,http://www.parken.at/en/garage/116/,16.3467796,48.1676738,N,Y,
GARAGENOGD.376611,376611,POINT (16.345466558903386 48.16629416796712),117,Holiday Inn,Holiday Inn Vienna South,1100,Wien,Hertha-Firnberg-Straße 5,,,http://www.parken.at/garage/117/,http://www.parken.at/en/garage/117/,16.3454753,48.1662999,N,Y,
GARAGENOGD.376612,376612,POINT (16.24664624801845 48.31317972824121),1397,Amt der NÖ Landesregierung,P+R Kritzendorf,3400,Klosterneuburg,Badgasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1397/,http://www.parken.at/en/garage/1397/,16.2466543,48.3131861,Y,N,
GARAGENOGD.376613,376613,POINT (16.335627098527652 48.30417211601219),1398,P+R Unterkritzendorf,P+R Unterkritzendorf,3400,Klosterneuburg,Hauptstrasse/Bahngasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1398/,http://www.parken.at/en/garage/1398/,16.3356356,48.3041785,Y,N,
GARAGENOGD.376627,376627,POINT (16.330445115288704 48.29736585159127),1428,Amt der NÖ Landesregierung,P+R Klosterneuburg-Weidling,3400,Klosterneuburg,Skallgasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1428/,http://www.parken.at/en/garage/1428/,16.3304536,48.2973722,Y,N,
GARAGENOGD.376628,376628,POINT (16.300687572420838 48.18785556929904),149,BOE Gebäudemanagement GmbH,Garage Hietzing,1130,Wien,Eduard-Klein-Gasse 21,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/149/,http://www.parken.at/en/garage/149/,16.300696064418,48.187861376257,N,N,
GARAGENOGD.376629,376629,POINT (16.302328998315428 48.18664479761757),150,Wessely,Parkgarage Hietzing,1130,Wien,Hietzinger Hauptstrasse 10,,,http://www.parken.at/garage/150/,http://www.parken.at/en/garage/150/,16.3023375,48.1866506,N,Y,
GARAGENOGD.376630,376630,POINT (16.26277921294061 48.20158685078847),153,BOE Gebäudemanagement GmbH,Garage Städtisches Hallenbad Hütteldorf,1140,Wien,Linzerstrasse 386-390,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/153/,http://www.parken.at/en/garage/153/,16.2627875,48.2015927,N,N,
GARAGENOGD.376631,376631,POINT (16.297554474979435 48.202585954070905),154,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Breitenseer Straße,1140,Wien,Breitenseerstrasse 110,http://bestinparking.at/garage/wien/breitenseer-strasse-110/wien,http://bestinparking.at/garage/wien/breitenseer-strasse-110/wien,http://www.parken.at/garage/154/,http://www.parken.at/en/garage/154/,16.297562931877,48.202591829456,N,N,
GARAGENOGD.376632,376632,POINT (16.172872826927538 48.32630851099119),1434,Amt der NÖ Landesregierung,P+R Zeiselmauer,3424,Zeiselmauer,Gernotgasse,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1434/,http://www.parken.at/en/garage/1434/,16.1728805,48.3263149,Y,N,
GARAGENOGD.376633,376633,POINT (16.331292679327934 48.20308030102038),160,Ing. Richard Lugner,Stadthallen-Garage,1150,Wien,Moeringgasse 9 / Vogelweidplatz,http://www.lugner.at/,http://www.lugner.at/,http://www.parken.at/garage/160/,http://www.parken.at/en/garage/160/,16.3313013,48.2030862,N,N,
GARAGENOGD.376634,376634,POINT (16.336719344893456 48.197577023406055),161,WIPARK Garagen GmbH,Parkhaus Westbahnhof,1150,Wien,Felberstrasse 1,http://wipark.com,http://wipark.com,http://www.parken.at/garage/161/,http://www.parken.at/en/garage/161/,16.336728,48.1975829,N,Y,
GARAGENOGD.376635,376635,POINT (16.331762793609823 48.19794558173035),162,Contipark Int. Austria GmbH,Garage Reithofferpark,1150,Wien,Reithofferplatz,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/162/,http://www.parken.at/en/garage/162/,16.331771423279,48.19795145703,N,N,
GARAGENOGD.376636,376636,POINT (16.324365019264995 48.18699547217049),166,Kärntnerstraße Tiefgarage Bau- und Betriebsgesellschaft GmbH & Co KG,Schwendermarkt-Garage,1150,Wien,Hollergasse,http://bestinparking.at/garage/wien/hollergasse/wien,http://bestinparking.at/garage/wien/hollergasse/wien,http://www.parken.at/garage/166/,http://www.parken.at/en/garage/166/,16.324373628836,48.187001290567,N,N,
GARAGENOGD.376637,376637,POINT (16.333936064410494 48.2013027076679),169,StH Garagenbetriebs GmbH,Märzpark-Garage,1150,Wien,Huetteldorfer Strasse 2e,,,http://www.parken.at/garage/169/,http://www.parken.at/en/garage/169/,16.3339447,48.2013086,N,N,
GARAGENOGD.376638,376638,POINT (16.325166086656463 48.1870564816191),170,BOE Gebäudemanagement GmbH,Garage Reichsapfelhof,1150,Wien,Reichsapfelgasse 6-8,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/170/,http://www.parken.at/en/garage/170/,16.3251747,48.1870623,N,N,
GARAGENOGD.376639,376639,POINT (16.349617332903446 48.233870942850984),685,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Währinger Park,1180,Wien,Philippovichgasse,http://bestinparking.at/garage/wien/philippovichgasse/6-10,http://bestinparking.at/garage/wien/philippovichgasse/6-10,http://www.parken.at/garage/685/,http://www.parken.at/en/garage/685/,16.349626,48.233877,N,Y,
GARAGENOGD.376640,376640,POINT (16.315438463418467 48.20763058896462),174,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Herbststrasse,1160,Wien,Zagorskigasse 2,http://bestinparking.at/garage/wien/zagorskigasse-2/wien,http://bestinparking.at/garage/wien/zagorskigasse-2/wien,http://www.parken.at/garage/174/,http://www.parken.at/en/garage/174/,16.315447,48.2076365,N,N,
GARAGENOGD.376641,376641,POINT (16.345410282496495 48.1827971892096),686,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Haydnpark,1120,Wien,Herthergasse 2,http://bestinparking.at/garage/wien/herthergasse/wien/2,http://bestinparking.at/garage/wien/herthergasse/wien/2,http://www.parken.at/garage/686/,http://www.parken.at/en/garage/686/,16.345419,48.182803,N,N,
GARAGENOGD.376642,376642,POINT (16.351678323967327 48.235001935847386),687,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Schegargasse,1190,Wien,Schegargasse 13-15,http://bestinparking.at/garage/wien/schegargasse/wien/13-15,http://bestinparking.at/garage/wien/schegargasse/wien/13-15,http://www.parken.at/garage/687/,http://www.parken.at/en/garage/687/,16.351687,48.235008,N,N,
GARAGENOGD.376643,376643,POINT (16.358225903409796 48.20728108160739),690,BOE Gebäudemanagement GmbH,Garage Schmerlingplatz,1010,Wien,Schmerlingplatz,http://www.boe-parking.at,http://www.boe-parking.at,http://www.parken.at/garage/690/,http://www.parken.at/en/garage/690/,16.358234649724,48.207287017367,N,N,
GARAGENOGD.376644,376644,POINT (16.33794746487317 48.21614883478372),179,Bank Austria Real Invest Immobilien Kapitalanlage GmbH,Garage Geblergasse,1170,Wien,Geblergasse 22-26,,,http://www.parken.at/garage/179/,http://www.parken.at/en/garage/179/,16.3379561,48.2161548,N,N,
GARAGENOGD.376645,376645,POINT (16.389850452064664 48.22234059930343),691,BOE Gebäudemanagement GmbH,Garage Praterstern,1020,Wien,Nordbahnstraße 3,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/691/,http://www.parken.at/en/garage/691/,16.389859331539,48.222346626673,N,N,
GARAGENOGD.376646,376646,POINT (16.506088856608958 48.22594588341382),693,WIPARK Gargen GmbH,Seestadt Aspern P2,1220,Wien,Agnes-Primocic-Gasse 4,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/693/,http://www.parken.at/en/garage/693/,16.5060983,48.225952,N,Y,
GARAGENOGD.376647,376647,POINT (16.413196502310704 48.2333883395252),694,BOE Gebäudemanagement GmbH,Donau City Garage,1220,Wien,Donau City Straße 10,http://www.boe-parking.at,http://www.boe-parking.at,http://www.parken.at/garage/694/,http://www.parken.at/en/garage/694/,16.413205481149,48.233394433664,N,Y,
GARAGENOGD.376648,376648,POINT (16.503122880889148 48.22421006966097),695,WIPARK Garagen GmbH,Seestadt Aspern P3,1220,Wien,Frenkel-Brunswik-Gasse 1-3,http://www.wipark.at,http://www.wipark.at,http://www.parken.at/garage/695/,http://www.parken.at/en/garage/695/,16.503132312616,48.224216175877,N,Y,
GARAGENOGD.376649,376649,POINT (16.319103688892866 48.23839763949901),184,Anton Grill GmbH,Garage-Grill,1180,Wien,Gersthofer Strasse 137-139,,,http://www.parken.at/garage/184/,http://www.parken.at/en/garage/184/,16.3191122,48.2384037,N,Y,
GARAGENOGD.376650,376650,POINT (16.49771557443242 48.224281550570865),696,WIPARK Garagen GmbH,Seestadt Aspern P4,1220,Wien,Ilse-Arlt-Straße 4-6,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/696/,http://www.parken.at/en/garage/696/,16.497724979242,48.224287653193,N,Y,
GARAGENOGD.376651,376651,POINT (16.45213088928947 48.25292984390891),697,WIPARK Garagen GmbH,Theodor-Kramer-Straße,1220,Wien,Theodor-Kramer-Straße,http://www.wipark.at/eportal/ep/channelView.do/pageTypeId/24578/channelId/-43918,http://www.wipark.at/eportal/ep/channelView.do/pageTypeId/24578/channelId/-43918,http://www.parken.at/garage/697/,http://www.parken.at/en/garage/697/,16.452140032259,48.252936055812,N,N,
GARAGENOGD.376652,376652,POINT (16.568583270700294 48.313718626987395),1218,Amt der NÖ Landesregierung,P+R Deutsch-Wagram,2232,Deutsch-Wagram,Fabrikstraße,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1218/,http://www.parken.at/en/garage/1218/,16.5685929,48.3137252,Y,N,
GARAGENOGD.376653,376653,POINT (16.386667960805916 48.24089488608039),197,Millennium City BetriebsgmbH,Garage Millennium City,1200,Wien,Handelskai 94-96,,,http://www.parken.at/garage/197/,http://www.parken.at/en/garage/197/,16.3866768,48.240901,N,Y,
GARAGENOGD.376654,376654,POINT (16.48268656742826 48.14219616312566),1221,Amt der NÖ Landesregierung,P+R Schwechat,2320,Schwechat,Industriestraße,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.noe.gv.at/Verkehr-Technik/Oeffentlicher-Verkehr/Park-Ride.html,http://www.parken.at/garage/1221/,http://www.parken.at/en/garage/1221/,16.48269601193,48.142201865101,Y,N,
GARAGENOGD.376655,376655,POINT (16.36421475657752 48.230015051791945),198,Pier 50 Liegenschaftsverwaltungs GmbH,Garage Pier 50,1200,Wien,Brigittenauer Lände 50-54,,,http://www.parken.at/garage/198/,http://www.parken.at/en/garage/198/,16.3642235,48.2300211,N,N,
GARAGENOGD.376656,376656,POINT (16.385805801450914 48.26725186129771),199,KommR Anton Vlach,Parkgarage Vlach,1210,Wien,Jeneweingasse 11,,,http://www.parken.at/garage/199/,http://www.parken.at/en/garage/199/,16.3858146,48.2672581,N,Y,
GARAGENOGD.376657,376657,POINT (16.328119936300173 48.304651518097906),1481,Weingut Stift Klosterneuburg GmbH,Stift Klosterneuburg P1,3400,Klosterneuburg,Pater Abel Strasse 19,,,http://www.parken.at/garage/1481/,http://www.parken.at/en/garage/1481/,16.3281284,48.3046579,N,Y,
GARAGENOGD.376658,376658,POINT (16.326851744378807 48.30558991419195),1482,Weingut Stift Klosterneuburg GmbH,Stift Klosterneuburg P2,3400,Klosterneuburg,Rathausplatz 24,,,http://www.parken.at/garage/1482/,http://www.parken.at/en/garage/1482/,16.3268602,48.3055963,N,N,
GARAGENOGD.376659,376659,POINT (16.34358106425035 48.17310780218797),203,Optimus Parkhausverwaltungs GmbH & Co KG,Parkplatz am UKH Meidling,1120,Wien,Kundratstraße 37,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/203/,http://www.parken.at/en/garage/203/,16.343589786814,48.173113566289,N,Y,
GARAGENOGD.376660,376660,POINT (16.36839696643497 48.166337282344564),459,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Migerkastraße,1100,Wien,Migerkastraße,http://bestinparking.at/garage/wien/migerkastrasse/wien/1,http://bestinparking.at/garage/wien/migerkastrasse/wien/1,http://www.parken.at/garage/459/,http://www.parken.at/en/garage/459/,16.3684058189,48.166343029,N,N,
GARAGENOGD.376661,376661,POINT (16.324561955580215 48.30598581415829),1483,Weingut Stift Klosterneuburg GmbH,Stift Klosterneuburg P3,3400,Klosterneuburg,Albrechtsbergergasse,,,http://www.parken.at/garage/1483/,http://www.parken.at/en/garage/1483/,16.3245704,48.3059922,N,Y,
GARAGENOGD.376662,376662,POINT (16.387525387141327 48.262550382105545),204,BOE Gebäudemanagement GmbH,Tiefgarage Karl Seitz Platz,1210,Wien,Karl Seitz Platz,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/204/,http://www.parken.at/en/garage/204/,16.3875342,48.2625566,N,N,
GARAGENOGD.376663,376663,POINT (16.42665080369468 48.26852262944515),205,BOE Gebäudemanagement GmbH,Parkgarage TECHBASE,1210,Wien,Giefinggasse 2,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/205/,http://www.parken.at/en/garage/205/,16.4266598,48.2685289,N,Y,
GARAGENOGD.376664,376664,POINT (16.31046917850681 48.129406265951864),207,WIPARK Garagen GmbH,P+R U6 Siebenhirten,1230,Wien,Porsche Strasse 25,http://wipark.com,http://wipark.com,http://www.parken.at/garage/207/,http://www.parken.at/en/garage/207/,16.3104778,48.1294118,Y,Y,
GARAGENOGD.376665,376665,POINT (16.561162047600263 48.12141903582306),1488,Flughafen Wien AG,Flughafen Wien - Kurzparkplatz K1 (Abflug),1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage/1488/,http://www.parken.at/en/garage/1488/,16.561171903272,48.121424687626,N,N,
GARAGENOGD.376666,376666,POINT (16.541443836770608 48.12988417331097),1489,MAZUR Parkplatz GmbH,MAZUR Parkplatz,1300,Schwechat,Hainburger Straße 143,http://www.mazur-parken.at/,,http://www.parken.at/garage/1489/,http://www.parken.at/en/garage/1489/,16.54145358532,48.129889853351,N,N,
GARAGENOGD.376667,376667,POINT (16.56405881771622 48.12049512181567),1490,Flughafen Wien AG,Flughafen Wien - Kurzparkplatz K3 (Ankunft),1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage/1490/,http://www.parken.at/en/garage/1490/,16.564068689008,48.12050077107,N,Y,
GARAGENOGD.376668,376668,POINT (16.42074508641323 48.23462059513141),211,IZD Office Errichtungs- und Verwaltungs,IZD-Tower Garage,1220,Wien,Wagramer Straße 19,,,http://www.parken.at/garage/211/,http://www.parken.at/en/garage/211/,16.4207541,48.2346267,N,Y,
GARAGENOGD.376669,376669,POINT (16.566220670841112 48.12292304071462),1491,Flughafen Wien AG,Flughafen Wien - Parkplatz C,1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage/1491/,http://www.parken.at/en/garage/1491/,16.566230549474,48.12292870229,N,Y,
GARAGENOGD.376670,376670,POINT (16.56000334015182 48.12239306542365),1492,Flughafen Wien AG,Flughafen Wien - Parkhaus 3,1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage/1492/,http://www.parken.at/en/garage/1492/,16.560013188977,48.122398721195,N,Y,
GARAGENOGD.376671,376671,POINT (16.56425193752621 48.12149065439178),1493,Flughafen Wien AG,Flughafen Wien - Parkhaus 4,1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage/1493/,http://www.parken.at/en/garage/1493/,16.564261808057,48.12149630837,N,Y,
GARAGENOGD.376672,376672,POINT (16.434544031207697 48.24374704336177),214,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Donauzentrum Parkhaus 2,1220,Wien,Adolf Schärf Platz,http://bestinparking.at/garage/wien/adolf-schaerf-platz/wien,http://bestinparking.at/garage/wien/adolf-schaerf-platz/wien,http://www.parken.at/garage/214/,http://www.parken.at/en/garage/214/,16.4345531,48.2437532,N,N,
GARAGENOGD.376673,376673,POINT (16.43619479093524 48.241078795457966),215,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Donauzentrum Parkhaus 1- / 3,1220,Wien,Donaustadtstraße/Bernoullistraße,http://bestinparking.at/garage/wien/donaustadtstrasse-bernoullistrasse/wien,http://bestinparking.at/garage/wien/donaustadtstrasse-bernoullistrasse/wien,http://www.parken.at/garage/215/,http://www.parken.at/en/garage/215/,16.436203872353,48.241084941005,N,N,
GARAGENOGD.376674,376674,POINT (16.432527913350867 48.24234741897903),216,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Donauplex Parkhaus 4,1220,Wien,Anton Sattler Gasse/Wagramer Straße,http://bestinparking.at/garage/wien/anton-sattler-gasse-wagramerstrasse/wien,http://bestinparking.at/garage/wien/anton-sattler-gasse-wagramerstrasse/wien,http://www.parken.at/garage/216/,http://www.parken.at/en/garage/216/,16.432536974205,48.242353568288,N,N,
GARAGENOGD.376675,376675,POINT (16.41374672035611 48.23489589777944),218,Internationales Konferenzzentrum,Garage Internationales Konferenzzentrum,1220,Wien,Bruno-Kreisky-Platz 1,,,http://www.parken.at/garage/218/,http://www.parken.at/en/garage/218/,16.4137557,48.234902,N,Y,
GARAGENOGD.376676,376676,POINT (16.466703471375396 48.21928453169021),219,BOE Gebäudemanagement GmbH,EBG-Nahversorgungszentrum,1220,Wien,Tamariskengasse,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/219/,http://www.parken.at/en/garage/219/,16.466712730966,48.219290591762,N,N,
GARAGENOGD.376677,376677,POINT (16.33658755486183 48.203823793787365),222,Ing. Richard Lugner,Lugner-Garagen,1150,Wien,Moeringgasse 20/ Neubauguertel 45,http://www.lugner.at/,http://www.lugner.at/,http://www.parken.at/garage/222/,http://www.parken.at/en/garage/222/,16.3365962,48.2038297,N,Y,
