FID,OBJECTID,SHAPE,GARAGE_ID,BETREIBER,BEZEICHNUNG,PLZ,ORT,ADRESSE,WEBLINK_BETR_DE,WEBLINK_BETR_EN,WEBLINK_WK_DE,WEBLINK_WK_EN,LONGITUDE,LATITUDE,PARK_AND_RIDE,BEHINDERTENPARKPL,SE_ANNO_CAD_DATA
GARAGENOGD.376512,376512,POINT (16.56284413331793 48.119960354060346),1563,Flughafen Wien AG,Flughafen Wien - Kurzparkplatz K4 (Abflug),1300,Schwechat,Postfach 1,http://www.viennaairport.com/parken,http://www.viennaairport.com/parking,http://www.parken.at/garage/1563/,http://www.parken.at/en/garage/1563/,16.562854,48.119966,N,Y,
GARAGENOGD.376513,376513,POINT (16.404617724373804 48.21527571503336),30,Reed Messe Wien GmbH,Freiparkplatz  Messeparkplatz A,1020,Wien,Perspektivstrasse / Messestrasse,,,http://www.parken.at/garage/30/,http://www.parken.at/en/garage/30/,16.404626686122,48.215281717467,N,N,
GARAGENOGD.376514,376514,POINT (16.360336409141947 48.182310482105855),286,WIPARK Garagen GmbH,Garage Wiedner Hauptstraße (2. UG),1050,Wien,Hollgasse 2-6,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/286/,http://www.parken.at/en/garage/286/,16.3603452,48.1823163,N,Y,
GARAGENOGD.376515,376515,POINT (16.406603492805942 48.19006111677985),287,WIPARK Garagen GmbH,Media Quarter Marx Parkplatz,1030,Wien,Marc-Jacobi-Gasse 2,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/287/,http://www.parken.at/en/garage/287/,16.4066125,48.190067,N,N,
GARAGENOGD.376516,376516,POINT (16.385637533507005 48.21760319768845),33,Parken plus Betreiber GmbH,Tiefgarage Odeongasse,1020,Wien,Odeongasse,http://www.parkenplus.at/shop/shop.php?detail=1280495939,http://www.parkenplus.at/shop/shop.php?detail=1280495939,http://www.parken.at/garage/33/,http://www.parken.at/en/garage/33/,16.3856464,48.2176092,N,N,
GARAGENOGD.376517,376517,POINT (16.379091343168778 48.20118168036499),34,www.parkhaus-elbl.at,Intercont-Garage,1030,Wien,Am Heumarkt 4,http://www.parkhaus-elbl.at,http://www.parkhaus-elbl.at,http://www.parken.at/garage/34/,http://www.parken.at/en/garage/34/,16.3791002,48.2011876,N,Y,
GARAGENOGD.376518,376518,POINT (16.47410017170276 48.224492876000845),290,Garage Am Hof,Garage Aspernstraße,1220,Wien,Lavaterstraße 6,,,http://www.parken.at/garage/290/,http://www.parken.at/en/garage/290/,16.474109461377,48.224498965475,N,Y,
GARAGENOGD.376519,376519,POINT (16.382948423182892 48.20041158139343),35,Mag. Martin Stippert,Modenaparkgarage,1030,Wien,Am Modenapark 2,,,http://www.parken.at/garage/35/,http://www.parken.at/en/garage/35/,16.3829573,48.2004175,N,N,
GARAGENOGD.376506,376506,POINT (16.387883522548595 48.21701819917331),277,ZELOS zweite Immobilienbesitz und Verwaltungs GmbH,Garage Afrikanergasse,1020,Wien,Afrikanergasse 3,,,http://www.parken.at/garage/277/,http://www.parken.at/en/garage/277/,16.3878924,48.2170242,N,N,
GARAGENOGD.376520,376520,POINT (16.412238937869727 48.17023120740908),292,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Herbortgasse,1110,Wien,Herbortgasse 28,http://bestinparking.at/garage/wien/herbortgasse-28/wien,http://bestinparking.at/garage/wien/herbortgasse-28/wien,http://www.parken.at/garage/292/,http://www.parken.at/en/garage/292/,16.412248,48.170237,N,N,
GARAGENOGD.376521,376521,POINT (16.303833222766887 48.211109992815054),293,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parken Spitalsgelände Wilhelminenspital,1160,Wien,Montleartstrasse 37,http://bestinparking.at/garage/wien/montleartstrasse-37,http://bestinparking.at/garage/wien/montleartstrasse-37,http://www.parken.at/garage/293/,http://www.parken.at/en/garage/293/,16.303841697484,48.211115912958,N,Y,
GARAGENOGD.376522,376522,POINT (16.298689498494408 48.10228330280046),1061,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Bahnstraße,2345,Brunn am Gebirge,Bahnstrasse 52,http://bestinparking.at/garage/brunn-am-gebirge/bahnstrasse-52/brunn-am-gebirge,http://bestinparking.at/garage/brunn-am-gebirge/bahnstrasse-52/brunn-am-gebirge,http://www.parken.at/garage/1061/,http://www.parken.at/en/garage/1061/,16.2986981,48.1022887,N,N,
GARAGENOGD.376523,376523,POINT (16.43841624690397 48.24307625735852),294,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Donauzentrum Parkhaus 1+,1220,Wien,Wintzingerrodestraße,http://bestinparking.at/garage/wien/wintzingerodestrasse/wien,http://bestinparking.at/garage/wien/wintzingerodestrasse/wien,http://www.parken.at/garage/294/,http://www.parken.at/en/garage/294/,16.438425335968,48.243082413626,N,N,
GARAGENOGD.376524,376524,POINT (16.38751340943934 48.206959671462634),40,CWS Immobilien GmbH,Ring-Garage,1030,Wien,Untere Viaduktgasse 47-49,,,http://www.parken.at/garage/40/,http://www.parken.at/en/garage/40/,16.3875223,48.206965623559,N,Y,
GARAGENOGD.376525,376525,POINT (16.388333809536984 48.20900123736682),41,Flora Stigelbauer-Aulehla,Flora-Großgarage,1030,Wien,Hetzgasse 4-6,,,http://www.parken.at/garage/41/,http://www.parken.at/en/garage/41/,16.3883427,48.2090072,N,Y,
GARAGENOGD.376526,376526,POINT (16.423998738130326 48.20889294817594),297,Stadion Center Einkaufszentrum Errichtungs GmbH & Co KG,Stadion Center,1020,Wien,Marathonweg 7,http://www.stadioncenter.at,http://www.stadioncenter.at,http://www.parken.at/garage/297/,http://www.parken.at/en/garage/297/,16.424007803566,48.208898932571,N,Y,
GARAGENOGD.376527,376527,POINT (16.404234169693954 48.19653362843718),43,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Tiefgarage Fiakerplatz,1030,Wien,Fiakerplatz,http://bestinparking.at/garage/wien/fiakerplatz/wien,http://bestinparking.at/garage/wien/fiakerplatz/wien,http://www.parken.at/garage/43/,http://www.parken.at/en/garage/43/,16.404243155295,48.196539541347,N,Y,
GARAGENOGD.376528,376528,POINT (16.399843156680966 48.25724231772522),299,Contipark Intern. Austria GmbH,Interspar Garage Floridsdorf,1210,Wien,Franz Jonas Platz 6,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/299/,http://www.parken.at/en/garage/299/,16.399852037494,48.257248517367,N,N,
GARAGENOGD.376529,376529,POINT (16.39478062857728 48.19849195776866),44,BOE Gebäudemanagement GmbH,Parkgarage Galleria,1030,Wien,Landstrasser Hauptstrasse,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/44/,http://www.parken.at/en/garage/44/,16.394789565468,48.19849787465,N,Y,
GARAGENOGD.376530,376530,POINT (16.33765907203058 48.21784019328259),300,Contipark International Austria GmbH,Interspar Garage Hernals,1170,Wien,Jörgerstraße 24,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/300/,http://www.parken.at/en/garage/300/,16.337667703693,48.217846166883,N,N,
GARAGENOGD.376531,376531,POINT (16.331447056297375 48.18114047825682),301,Contipark Intern. Austria GmbH,Interspar Garage Meidling,1120,Wien,Niederhofstraße 23,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/301/,http://www.parken.at/en/garage/301/,16.331455707614,48.181146272645,N,Y,
GARAGENOGD.376532,376532,POINT (16.392119341116935 48.19901425759419),46,Contipark Int. Austria GmbH,Garage Arenbergpark,1030,Wien,Neulinggasse 2,http://www.contipark.at,http://www.contipark.at,http://www.parken.at/garage/46/,http://www.parken.at/en/garage/46/,16.392128264557,48.199020175112,N,N,
GARAGENOGD.376533,376533,POINT (16.3620080764872 48.23925063824282),302,Manhattan Sportanlagen Betriebsgesellschaft m.b.H. & Co KG,Manhattan Parking,1190,Wien,Heiligenstädter Lände 13,,,http://www.parken.at/garage/302/,http://www.parken.at/en/garage/302/,16.362016797066,48.239256729177,N,N,
GARAGENOGD.376534,376534,POINT (16.386963998743926 48.19711329455613),47,Imperial Riding School Vienna,Imperial Riding School Vienna,1030,Wien,Ungargasse 60,,,http://www.parken.at/garage/47/,http://www.parken.at/en/garage/47/,16.3869729,48.1971192,N,Y,
GARAGENOGD.376535,376535,POINT (16.27904766020251 48.16914948265235),303,Contipark International Austria GmbH,Parkplatz Krankenhaus Hietzing Lainz,1130,Wien,Wolkersbergenstraße 1,http:\\www.contipark.at,http:\\www.contipark.at,http://www.parken.at/garage/303/,http://www.parken.at/en/garage/303/,16.2790560723,48.169155187067,N,Y,
GARAGENOGD.376536,376536,POINT (16.389651575069546 48.18897523230745),48,Barak Garagen GmbH,Park-Garage Auto Cleanic,1030,Wien,Trubelgasse 17,,,http://www.parken.at/garage/48/,http://www.parken.at/en/garage/48/,16.3896605,48.1889811,N,N,
GARAGENOGD.376537,376537,POINT (16.341902355256853 48.25278844364167),305,BOE Gebäudemanagement GmbH,Parkgarage Grinzing,1190,Wien,An den langen Lüssen,http://www.boe-parking.at/,http://www.boe-parking.at/,http://www.parken.at/garage/305/,http://www.parken.at/en/garage/305/,16.341910958259,48.252794586418,N,N,
GARAGENOGD.376538,376538,POINT (16.398315637644632 48.19288790776479),50,ARWAG Immobilientreuhand GesmbH,Garage Rennweg,1030,Wien,Landstraßer Hauptstraße 146-148,,,http://www.parken.at/garage/50/,http://www.parken.at/en/garage/50/,16.3983246,48.1928938,N,N,
GARAGENOGD.376539,376539,POINT (16.28363952836786 48.13567281266393),306,WIPARK Garagen GmbH,P+R Liesing,1230,Wien,Liesinger Platz 1,http://www.wipark.at/eportal/,http://www.wipark.at/eportal/,http://www.parken.at/garage/306/,http://www.parken.at/en/garage/306/,16.28364801,48.13567836,Y,Y,
GARAGENOGD.376540,376540,POINT (16.368214692223898 48.24887709928179),307,WIPARK Garagen GmbH,P+R U4 Heiligenstadt,1190,Wien,Mooslackengasse,http://www.wipark.at/eportal/,http://www.wipark.at/eportal/,http://www.parken.at/garage/307/,http://www.parken.at/en/garage/307/,16.36822343,48.24888324,Y,N,
GARAGENOGD.376541,376541,POINT (16.36903141345357 48.216476113613446),308,WIPARK Garagen GmbH,Garage Gonzagagasse,1010,Wien,Gonzagagasse 21,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/308/,http://www.parken.at/en/garage/308/,16.3690402,48.2164821,N,Y,
GARAGENOGD.376542,376542,POINT (16.41251106537687 48.19096290853464),309,WIPARK Garagen GmbH,Town Town Tangente,1030,Wien,Im Erdberger Mais 3,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/309/,http://www.parken.at/en/garage/309/,16.4125201,48.1909688,N,N,
GARAGENOGD.376543,376543,POINT (16.405045900424287 48.189720718683255),310,WIPARK Garagen GmbH,Garage Media Quarter Marx,1030,Wien,Henneberggasse 2-4,,,http://www.parken.at/garage/310/,http://www.parken.at/en/garage/310/,16.4050549,48.1897266,N,N,
GARAGENOGD.376544,376544,POINT (16.365376305679046 48.19798580406679),311,WIPARK Garagen GmbH,Garage Kühnplatz,1040,Wien,Kühnplatz 1,http://www.wipark.at/,http://www.wipark.at/,http://www.parken.at/garage/311/,http://www.parken.at/en/garage/311/,16.3653851,48.1979917,N,N,
GARAGENOGD.376812,376812,POINT (16.38463702182153 48.204921258806976),37,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage-Invalidenstrasse,1030,Wien,Invalidenstrasse 10,http://bestinparking.at/garage/wien/invalidenstrasse-10,http://bestinparking.at/garage/wien/invalidenstrasse-10,http://www.parken.at/garage/37/,http://www.parken.at/en/garage/37/,16.3846459,48.2049272,N,N,
GARAGENOGD.376813,376813,POINT (16.377954067125778 48.21423081861499),230,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Lilienbrunngasse,1020,Wien,Lilienbrunngasse 6-12,http://bestinparking.at/garage/wien/lilienbrunngasse-6-12,http://bestinparking.at/garage/wien/lilienbrunngasse-6-12,http://www.parken.at/garage/230/,http://www.parken.at/en/garage/230/,16.3779629,48.2142368,N,Y,
GARAGENOGD.376814,376814,POINT (16.456414109581207 48.27795610539395),206,BIP Garagengesellschaft Breiteneder GmbH & Co KG,P+R Leopoldau,1210,Wien,Seyringerstraße/Ernst Kein Gasse,http://bestinparking.at/garage/wien/ernst-kein-gasseseyringer-strasse,http://bestinparking.at/garage/wien/ernst-kein-gasseseyringer-strasse,http://www.parken.at/garage/206/,http://www.parken.at/en/garage/206/,16.456423238376,48.277962439096,Y,Y,
GARAGENOGD.376815,376815,POINT (16.348965005167987 48.17435398770846),124,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Tiefgarage Kaiser Franz Josef-Spital,1100,Wien,Kundratstrasse 3,http://bestinparking.at/garage/wien/kundratstrasse-3,http://bestinparking.at/garage/wien/kundratstrasse-3,http://www.parken.at/garage/124/,http://www.parken.at/en/garage/124/,16.348973751312,48.174359761088,N,Y,
GARAGENOGD.376816,376816,POINT (16.350359745044805 48.17350973052402),123,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parken Oberfläche Kaiser Franz Josef-Spital,1100,Wien,Kundratstraße 3,http://bestinparking.at/garage/wien/kundratstrasse-3,http://bestinparking.at/garage/wien/kundratstrasse-3,http://www.parken.at/garage/123/,http://www.parken.at/en/garage/123/,16.3503685,48.1735155,N,Y,
GARAGENOGD.376817,376817,POINT (16.29369275738544 48.19892814434044),159,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Hanusch-Krankenhaus,1140,Wien,Heinrich-Collin-Strasse 30,http://bestinparking.at/garage/wien/heinrich-collin-strasse-30/wien,http://bestinparking.at/garage/wien/heinrich-collin-strasse-30/wien,http://www.parken.at/garage/159/,http://www.parken.at/en/garage/159/,16.2937012,48.198934,N,Y,
GARAGENOGD.376818,376818,POINT (16.34434555095592 48.216465763518016),228,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Zimmermannplatz,1090,Wien,Zimmermannplatz,http://bestinparking.at/garage/wien/zimmermannplatz,http://bestinparking.at/garage/wien/zimmermannplatz,http://www.parken.at/garage/228/,http://www.parken.at/en/garage/228/,16.344354217197,48.216471734734,N,Y,
GARAGENOGD.376819,376819,POINT (16.41146504755896 48.23288316371762),682,Garage Am Hof GesmbH,Garage DC-Living,1220,Wien,Donau City Straße 12,,,http://www.parken.at/garage/682/,http://www.parken.at/en/garage/682/,16.411474018833,48.232889254999,N,Y,
GARAGENOGD.376802,376802,POINT (16.389529643371294 48.2018622810472),284,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Sechskrügelgasse,1030,Wien,Sechskrügelgasse 4,http://bestinparking.at/garage/wien/sechskruegelgasse-4,http://bestinparking.at/garage/wien/sechskruegelgasse-4,http://www.parken.at/garage/284/,http://www.parken.at/en/garage/284/,16.389538549738,48.201868210832,N,Y,
GARAGENOGD.376803,376803,POINT (16.391522075998083 48.196752093652705),485,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Juchgasse,1030,Wien,Juchgasse 22,http://bestinparking.at/garage/wien/juchgasse/22,http://bestinparking.at/garage/wien/juchgasse/22,http://www.parken.at/garage/485/,http://www.parken.at/en/garage/485/,16.391531,48.196758,N,Y,
GARAGENOGD.376804,376804,POINT (16.372999676761403 48.21177780673568),483,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Hoher Markt,1010,Wien,Sterngasse 5,http://bestinparking.at/garage/wien/sterngasse-5,http://bestinparking.at/garage/wien/sterngasse-5,http://www.parken.at/garage/483/,http://www.parken.at/en/garage/483/,16.3730084896,48.2117837731,N,N,
GARAGENOGD.376805,376805,POINT (16.347376293996753 48.19846311279146),679,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Atterseehaus,1070,Wien,Mariahilferstraße 78-80,http://bestinparking.at/garage/wien/mariahilferstrasse-78-80,http://bestinparking.at/garage/wien/mariahilferstrasse-78-80,http://www.parken.at/garage/679/,http://www.parken.at/en/garage/679/,16.347385,48.198469,N,N,
GARAGENOGD.376806,376806,POINT (16.361012278957183 48.23561192760434),684,BIP Garagengesellschaft Breiteneder GmbH & Co KG,P+R Spittelau,1090,Wien,Spittelauer Lände 12,http://bestinparking.at/garage/wien/spittelauer-laende/12,http://bestinparking.at/garage/wien/spittelauer-laende/12,http://www.parken.at/garage/684/,http://www.parken.at/en/garage/684/,16.361021,48.235618,Y,Y,
GARAGENOGD.376807,376807,POINT (16.403359739910982 48.21260971052971),258,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parkplatz Prater - Waldsteingartenstraße,1020,Wien,Prater 123 - Waldsteingartenstraße,http://bestinparking.at/garage/wien/waldsteingartenstrasse,http://bestinparking.at/garage/wien/waldsteingartenstrasse,http://www.parken.at/garage/258/,http://www.parken.at/en/garage/258/,16.4033687,48.2126157,N,Y,
GARAGENOGD.376808,376808,POINT (16.353048569915188 48.20075089872444),96,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parkgarage Gerngross,1070,Wien,Lindengasse 17,http://bestinparking.at/garage/wien/lindengasse-17-19,http://bestinparking.at/garage/wien/lindengasse-17-19,http://www.parken.at/garage/96/,http://www.parken.at/en/garage/96/,16.3530573,48.2007568,N,Y,
GARAGENOGD.376809,376809,POINT (16.317198414509257 48.191736991549426),285,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Schlossallee Schönbrunn,1140,Wien,Linzer Straße 3a,http://bestinparking.at/garage/wien/linzer-strasse-3a,http://bestinparking.at/garage/wien/linzer-strasse-3a,http://www.parken.at/garage/285/,http://www.parken.at/en/garage/285/,16.317206982445,48.191742827334,N,Y,
GARAGENOGD.376810,376810,POINT (16.380161354617364 48.212706724602356),272,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Praterstraße,1020,Wien,Praterstraße 1,http://bestinparking.at/garage/wien/praterstrasse/1,http://bestinparking.at/garage/wien/praterstrasse/1,http://www.parken.at/garage/272/,http://www.parken.at/en/garage/272/,16.3801702,48.2127127,N,Y,
GARAGENOGD.376801,376801,POINT (16.397933074333682 48.217764989474404),332,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Garage Prater,1020,Wien,"1020 Wien, Tiefstraße / Präuscherplatz (Ausstellungsstraße)",http://bestinparking.at/garage/wien/prater-9-tiefstrasse-ausstellungsstrasse,http://bestinparking.at/garage/wien/prater-9-tiefstrasse-ausstellungsstrasse,http://www.parken.at/garage/332/,http://www.parken.at/en/garage/332/,16.397942,48.217771,N,Y,
GARAGENOGD.376811,376811,POINT (16.38336782920459 48.20622085321398),248,BIP Garagengesellschaft Breiteneder GmbH & Co KG,Parkgarage Am Stadtpark,1030,Wien,Stadtpark 1,http://bestinparking.at/garage/wien/am-stadtpark-1/wien,http://bestinparking.at/garage/wien/am-stadtpark-1/wien,http://www.parken.at/garage/248/,http://www.parken.at/en/garage/248/,16.3833767,48.2062268,N,Y,
